# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11T 0719 4814 1000)",3.4,1,260,43.4513,-114.2871,0,"UTM:(11T 0719 4814 1000)",""
"UTM:(11T 0721 4711 1000)",3.1,1,160,42.5242,-114.3033,0,"UTM:(11T 0721 4711 1000)",""
"UTM:(11T 0721 4752 1000)",2.7,1,200,42.8929,-114.2873,0,"UTM:(11T 0721 4752 1000)",""
"UTM:(11T 0722 4709 1000)",5.5,1,158,42.5058,-114.2919,0,"UTM:(11T 0722 4709 1000)",""
"UTM:(11T 0722 4750 1000)",2.0,1,198,42.8747,-114.2758,0,"UTM:(11T 0722 4750 1000)",""
"UTM:(11T 0723 4804 1000)",2.0,1,251,43.3602,-114.2418,0,"UTM:(11T 0723 4804 1000)",""
"UTM:(11T 0726 5192 1000)",2.2,1,637,46.8474,-114.0291,0,"UTM:(11T 0726 5192 1000)",""
"UTM:(11T 0730 4709 1000)",3.4,1,161,42.5036,-114.1946,0,"UTM:(11T 0730 4709 1000)",""
"UTM:(11T 0731 4706 1000)",2.7,1,158,42.4763,-114.1837,0,"UTM:(11T 0731 4706 1000)",""
"UTM:(11T 0733 4712 1000)",3.4,1,165,42.5297,-114.1569,0,"UTM:(11T 0733 4712 1000)",""
"UTM:(11T 0733 4714 1000)",2.0,1,167,42.5477,-114.1561,0,"UTM:(11T 0733 4714 1000)",""
"UTM:(11T 0734 4719 1000)",3.4,1,172,42.5922,-114.1419,0,"UTM:(11T 0734 4719 1000)",""
"UTM:(11T 0746 4512 1000)",3.8,1,81,40.7266,-114.0812,0,"UTM:(11T 0746 4512 1000)",""
"UTM:(11T 0746 4513 1000)",4.5,2,81,40.7356,-114.0808,0,"UTM:(11T 0746 4513 1000)",""
"UTM:(12R 0535 3525 1000)",2.9,1,1097,31.8647,-110.6247,0,"UTM:(12R 0535 3525 1000)",""
"UTM:(12S 0405 4290 1000)",3.4,1,356,38.7582,-112.0876,0,"UTM:(12S 0405 4290 1000)",""
"UTM:(12S 0411 4391 1000)",2.7,1,291,39.6688,-112.0318,0,"UTM:(12S 0411 4391 1000)",""
"UTM:(12S 0426 4407 1000)",3.4,1,295,39.8144,-111.8587,0,"UTM:(12S 0426 4407 1000)",""
"UTM:(12S 0427 4408 1000)",2.0,1,295,39.8234,-111.8471,0,"UTM:(12S 0427 4408 1000)",""
"UTM:(12S 0462 4386 1000)",2.2,1,336,39.6274,-111.4369,0,"UTM:(12S 0462 4386 1000)",""
"UTM:(12S 0508 3550 1000)",2.7,1,1065,32.0908,-110.9099,0,"UTM:(12S 0508 3550 1000)",""
"UTM:(12S 0517 3555 1000)",2.0,2,1063,32.1358,-110.8144,0,"UTM:(12S 0517 3555 1000)",""
"UTM:(12S 0518 3549 1000)",2.0,1,1069,32.0816,-110.8040,0,"UTM:(12S 0518 3549 1000)",""
"UTM:(12S 0695 4338 1000)",3.4,1,566,39.1738,-108.7369,0,"UTM:(12S 0695 4338 1000)",""
"UTM:(12T 0257 4612 1000)",2.7,1,96,41.6273,-113.9110,0,"UTM:(12T 0257 4612 1000)",""
"UTM:(12T 0259 4718 1000)",2.7,1,177,42.5815,-113.9307,0,"UTM:(12T 0259 4718 1000)",""
"UTM:(12T 0261 4679 1000)",4.1,1,146,42.2313,-113.8902,0,"UTM:(12T 0261 4679 1000)",""
"UTM:(12T 0261 4680 1000)",3.1,1,146,42.2403,-113.8906,0,"UTM:(12T 0261 4680 1000)",""
"UTM:(12T 0261 4685 1000)",4.1,1,150,42.2853,-113.8927,0,"UTM:(12T 0261 4685 1000)",""
"UTM:(12T 0262 4680 1000)",2.7,1,147,42.2405,-113.8785,0,"UTM:(12T 0262 4680 1000)",""
"UTM:(12T 0263 4714 1000)",2.2,1,176,42.5466,-113.8803,0,"UTM:(12T 0263 4714 1000)",""
"UTM:(12T 0264 4716 1000)",3.4,1,178,42.5649,-113.8690,0,"UTM:(12T 0264 4716 1000)",""
"UTM:(12T 0267 4711 1000)",3.4,1,175,42.5209,-113.8305,0,"UTM:(12T 0267 4711 1000)",""
"UTM:(12T 0269 4711 1000)",2.9,3,176,42.5216,-113.8062,0,"UTM:(12T 0269 4711 1000)",""
"UTM:(12T 0269 4712 1000)",2.7,1,177,42.5306,-113.8066,0,"UTM:(12T 0269 4712 1000)",""
"UTM:(12T 0269 4713 1000)",2.2,1,178,42.5396,-113.8070,0,"UTM:(12T 0269 4713 1000)",""
"UTM:(12T 0269 4715 1000)",3.1,1,180,42.5575,-113.8078,0,"UTM:(12T 0269 4715 1000)",""
"UTM:(12T 0270 4711 1000)",3.7,3,177,42.5219,-113.7940,0,"UTM:(12T 0270 4711 1000)",""
"UTM:(12T 0270 4712 1000)",3.7,3,178,42.5309,-113.7944,0,"UTM:(12T 0270 4712 1000)",""
"UTM:(12T 0270 4713 1000)",2.7,2,179,42.5399,-113.7948,0,"UTM:(12T 0270 4713 1000)",""
"UTM:(12T 0271 4712 1000)",3.3,3,178,42.5311,-113.7823,0,"UTM:(12T 0271 4712 1000)",""
"UTM:(12T 0271 4713 1000)",3.4,1,179,42.5401,-113.7826,0,"UTM:(12T 0271 4713 1000)",""
"UTM:(12T 0271 4714 1000)",4.1,1,180,42.5491,-113.7831,0,"UTM:(12T 0271 4714 1000)",""
"UTM:(12T 0271 4717 1000)",3.8,1,183,42.5760,-113.7842,0,"UTM:(12T 0271 4717 1000)",""
"UTM:(12T 0271 4719 1000)",1.0,1,184,42.5940,-113.7850,0,"UTM:(12T 0271 4719 1000)",""
"UTM:(12T 0272 4715 1000)",4.1,1,181,42.5584,-113.7713,0,"UTM:(12T 0272 4715 1000)",""
"UTM:(12T 0273 4714 1000)",3.1,1,181,42.5497,-113.7587,0,"UTM:(12T 0273 4714 1000)",""
"UTM:(12T 0273 4723 1000)",2.2,1,189,42.6307,-113.7623,0,"UTM:(12T 0273 4723 1000)",""
"UTM:(12T 0276 4710 1000)",3.1,1,179,42.5145,-113.7207,0,"UTM:(12T 0276 4710 1000)",""
"UTM:(12T 0276 4712 1000)",5.6,1,181,42.5326,-113.7214,0,"UTM:(12T 0276 4712 1000)",""
"UTM:(12T 0276 4717 1000)",3.1,1,185,42.5776,-113.7234,0,"UTM:(12T 0276 4717 1000)",""
"UTM:(12T 0276 4719 1000)",2.2,1,187,42.5956,-113.7242,0,"UTM:(12T 0276 4719 1000)",""
"UTM:(12T 0277 4715 1000)",3.4,1,184,42.5598,-113.7104,0,"UTM:(12T 0277 4715 1000)",""
"UTM:(12T 0277 4725 1000)",2.7,1,193,42.6499,-113.7143,0,"UTM:(12T 0277 4725 1000)",""
"UTM:(12T 0278 4719 1000)",3.3,1,188,42.5962,-113.6998,0,"UTM:(12T 0278 4719 1000)",""
"UTM:(12T 0278 4721 1000)",3.1,1,190,42.6141,-113.7006,0,"UTM:(12T 0278 4721 1000)",""
"UTM:(12T 0278 4723 1000)",3.8,1,191,42.6321,-113.7014,0,"UTM:(12T 0278 4723 1000)",""
"UTM:(12T 0279 4711 1000)",4.3,1,182,42.5245,-113.6846,0,"UTM:(12T 0279 4711 1000)",""
"UTM:(12T 0279 4721 1000)",4.1,1,190,42.6144,-113.6884,0,"UTM:(12T 0279 4721 1000)",""
"UTM:(12T 0279 4722 1000)",2.6,3,191,42.6234,-113.6888,0,"UTM:(12T 0279 4722 1000)",""
"UTM:(12T 0280 4721 1000)",5.3,1,191,42.6146,-113.6762,0,"UTM:(12T 0280 4721 1000)",""
"UTM:(12T 0280 4722 1000)",4.6,6,192,42.6236,-113.6766,0,"UTM:(12T 0280 4722 1000)",""
"UTM:(12T 0281 4721 1000)",2.5,1,191,42.6150,-113.6641,0,"UTM:(12T 0281 4721 1000)",""
"UTM:(12T 0281 4722 1000)",2.0,1,192,42.6240,-113.6644,0,"UTM:(12T 0281 4722 1000)",""
"UTM:(12T 0282 4713 1000)",3.4,1,185,42.5433,-113.6488,0,"UTM:(12T 0282 4713 1000)",""
"UTM:(12T 0283 4704 1000)",3.1,1,179,42.4626,-113.6333,0,"UTM:(12T 0283 4704 1000)",""
"UTM:(12T 0284 4710 1000)",3.6,2,184,42.5169,-113.6234,0,"UTM:(12T 0284 4710 1000)",""
"UTM:(12T 0285 4734 1000)",2.0,1,204,42.7330,-113.6202,0,"UTM:(12T 0285 4734 1000)",""
"UTM:(12T 0287 4725 1000)",2.0,1,198,42.6527,-113.5925,0,"UTM:(12T 0287 4725 1000)",""
"UTM:(12T 0288 4728 1000)",4.3,1,201,42.6799,-113.5814,0,"UTM:(12T 0288 4728 1000)",""
"UTM:(12T 0288 4742 1000)",2.7,1,213,42.8058,-113.5866,0,"UTM:(12T 0288 4742 1000)",""
"UTM:(12T 0335 4670 1000)",2.2,1,193,42.1694,-112.9915,0,"UTM:(12T 0335 4670 1000)",""
"UTM:(12T 0342 4731 1000)",2.9,1,238,42.7199,-112.9236,0,"UTM:(12T 0342 4731 1000)",""
"UTM:(12T 0347 4732 1000)",2.7,1,242,42.7299,-112.8628,0,"UTM:(12T 0347 4732 1000)",""
"UTM:(12T 0348 4738 1000)",3.1,1,247,42.7841,-112.8522,0,"UTM:(12T 0348 4738 1000)",""
"UTM:(12T 0351 4453 1000)",3.1,1,207,40.2188,-112.7452,0,"UTM:(12T 0351 4453 1000)",""
"UTM:(12T 0352 4696 1000)",3.8,1,222,42.4068,-112.7925,0,"UTM:(12T 0352 4696 1000)",""
"UTM:(12T 0356 4647 1000)",4.8,1,200,41.9664,-112.7318,0,"UTM:(12T 0356 4647 1000)",""
"UTM:(12T 0359 4654 1000)",3.8,1,206,42.0300,-112.6973,0,"UTM:(12T 0359 4654 1000)",""
"UTM:(12T 0370 4749 1000)",3.1,1,270,42.8871,-112.5859,0,"UTM:(12T 0370 4749 1000)",""
"UTM:(12T 0376 4494 1000)",2.7,3,212,40.5921,-112.4595,0,"UTM:(12T 0376 4494 1000)",""
"UTM:(12T 0376 4752 1000)",2.5,1,277,42.9151,-112.5131,0,"UTM:(12T 0376 4752 1000)",""
"UTM:(12T 0378 4750 1000)",3.1,1,277,42.8974,-112.4882,0,"UTM:(12T 0378 4750 1000)",""
"UTM:(12T 0379 4746 1000)",2.3,3,275,42.8616,-112.4750,0,"UTM:(12T 0379 4746 1000)",""
"UTM:(12T 0379 4750 1000)",3.4,1,278,42.8976,-112.4759,0,"UTM:(12T 0379 4750 1000)",""
"UTM:(12T 0379 4753 1000)",2.2,1,280,42.9246,-112.4766,0,"UTM:(12T 0379 4753 1000)",""
"UTM:(12T 0379 4757 1000)",2.0,1,282,42.9606,-112.4774,0,"UTM:(12T 0379 4757 1000)",""
"UTM:(12T 0380 4746 1000)",2.7,1,276,42.8618,-112.4628,0,"UTM:(12T 0380 4746 1000)",""
"UTM:(12T 0380 4747 1000)",2.6,3,276,42.8708,-112.4630,0,"UTM:(12T 0380 4747 1000)",""
"UTM:(12T 0380 4751 1000)",2.7,1,279,42.9068,-112.4639,0,"UTM:(12T 0380 4751 1000)",""
"UTM:(12T 0381 4746 1000)",2.7,5,276,42.8619,-112.4506,0,"UTM:(12T 0381 4746 1000)",""
"UTM:(12T 0381 4747 1000)",4.1,3,277,42.8709,-112.4508,0,"UTM:(12T 0381 4747 1000)",""
"UTM:(12T 0381 4748 1000)",2.9,2,278,42.8799,-112.4510,0,"UTM:(12T 0381 4748 1000)",""
"UTM:(12T 0381 4750 1000)",3.0,4,279,42.8979,-112.4514,0,"UTM:(12T 0381 4750 1000)",""
"UTM:(12T 0381 4752 1000)",2.8,5,280,42.9159,-112.4519,0,"UTM:(12T 0381 4752 1000)",""
"UTM:(12T 0381 4753 1000)",2.2,1,281,42.9249,-112.4520,0,"UTM:(12T 0381 4753 1000)",""
"UTM:(12T 0382 4745 1000)",3.8,2,277,42.8530,-112.4381,0,"UTM:(12T 0382 4745 1000)",""
"UTM:(12T 0382 4746 1000)",3.0,4,277,42.8620,-112.4383,0,"UTM:(12T 0382 4746 1000)",""
"UTM:(12T 0382 4747 1000)",2.6,4,278,42.8710,-112.4385,0,"UTM:(12T 0382 4747 1000)",""
"UTM:(12T 0382 4748 1000)",3.1,1,279,42.8800,-112.4387,0,"UTM:(12T 0382 4748 1000)",""
"UTM:(12T 0382 4749 1000)",2.7,1,279,42.8890,-112.4390,0,"UTM:(12T 0382 4749 1000)",""
"UTM:(12T 0382 5093 1000)",3.1,1,570,45.9850,-112.5170,0,"UTM:(12T 0382 5093 1000)",""
"UTM:(12T 0383 4746 1000)",3.1,1,278,42.8622,-112.4261,0,"UTM:(12T 0383 4746 1000)",""
"UTM:(12T 0383 4749 1000)",2.0,1,280,42.8892,-112.4267,0,"UTM:(12T 0383 4749 1000)",""
"UTM:(12T 0383 4752 1000)",2.2,1,282,42.9162,-112.4274,0,"UTM:(12T 0383 4752 1000)",""
"UTM:(12T 0384 4740 1000)",3.1,1,275,42.8084,-112.4126,0,"UTM:(12T 0384 4740 1000)",""
"UTM:(12T 0384 4741 1000)",3.1,1,275,42.8174,-112.4128,0,"UTM:(12T 0384 4741 1000)",""
"UTM:(12T 0384 4742 1000)",3.4,1,276,42.8264,-112.4130,0,"UTM:(12T 0384 4742 1000)",""
"UTM:(12T 0384 4743 1000)",2.2,1,277,42.8353,-112.4133,0,"UTM:(12T 0384 4743 1000)",""
"UTM:(12T 0384 4747 1000)",2.9,1,279,42.8713,-112.4141,0,"UTM:(12T 0384 4747 1000)",""
"UTM:(12T 0384 4752 1000)",2.0,3,283,42.9164,-112.4151,0,"UTM:(12T 0384 4752 1000)",""
"UTM:(12T 0385 4732 1000)",3.8,1,270,42.7365,-112.3988,0,"UTM:(12T 0385 4732 1000)",""
"UTM:(12T 0385 4741 1000)",2.7,1,276,42.8175,-112.4006,0,"UTM:(12T 0385 4741 1000)",""
"UTM:(12T 0385 4747 1000)",2.7,1,280,42.8715,-112.4018,0,"UTM:(12T 0385 4747 1000)",""
"UTM:(12T 0385 4751 1000)",2.1,1,283,42.9075,-112.4026,0,"UTM:(12T 0385 4751 1000)",""
"UTM:(12T 0389 4487 1000)",2.8,4,227,40.5309,-112.3047,0,"UTM:(12T 0389 4487 1000)",""
"UTM:(12T 0389 4489 1000)",3.1,1,226,40.5489,-112.3050,0,"UTM:(12T 0389 4489 1000)",""
"UTM:(12T 0389 4490 1000)",2.4,2,226,40.5579,-112.3052,0,"UTM:(12T 0389 4490 1000)",""
"UTM:(12T 0389 4494 1000)",3.4,1,224,40.5939,-112.3059,0,"UTM:(12T 0389 4494 1000)",""
"UTM:(12T 0389 4498 1000)",2.0,1,223,40.6300,-112.3066,0,"UTM:(12T 0389 4498 1000)",""
"UTM:(12T 0389 4499 1000)",2.9,2,223,40.6390,-112.3067,0,"UTM:(12T 0389 4499 1000)",""
"UTM:(12T 0389 4668 1000)",3.4,1,239,42.1608,-112.3376,0,"UTM:(12T 0389 4668 1000)",""
"UTM:(12T 0390 4490 1000)",3.1,1,227,40.5581,-112.2934,0,"UTM:(12T 0390 4490 1000)",""
"UTM:(12T 0390 4495 1000)",3.4,1,225,40.6030,-112.2943,0,"UTM:(12T 0390 4495 1000)",""
"UTM:(12T 0390 4496 1000)",3.4,1,225,40.6120,-112.2944,0,"UTM:(12T 0390 4496 1000)",""
"UTM:(12T 0390 4611 1000)",2.2,1,221,41.6478,-112.3149,0,"UTM:(12T 0390 4611 1000)",""
"UTM:(12T 0390 4665 1000)",4.1,1,239,42.1339,-112.3250,0,"UTM:(12T 0390 4665 1000)",""
"UTM:(12T 0390 4738 1000)",2.0,1,278,42.7912,-112.3389,0,"UTM:(12T 0390 4738 1000)",""
"UTM:(12T 0391 4487 1000)",2.7,1,229,40.5311,-112.2810,0,"UTM:(12T 0391 4487 1000)",""
"UTM:(12T 0391 4747 1000)",2.2,2,285,42.8724,-112.3284,0,"UTM:(12T 0391 4747 1000)",""
"UTM:(12T 0391 4749 1000)",2.2,1,286,42.8904,-112.3288,0,"UTM:(12T 0391 4749 1000)",""
"UTM:(12T 0392 4494 1000)",2.2,1,227,40.5943,-112.2705,0,"UTM:(12T 0392 4494 1000)",""
"UTM:(12T 0392 4617 1000)",2.7,1,224,41.7020,-112.2920,0,"UTM:(12T 0392 4617 1000)",""
"UTM:(12T 0393 4491 1000)",4.1,1,229,40.5675,-112.2581,0,"UTM:(12T 0393 4491 1000)",""
"UTM:(12T 0394 4619 1000)",2.7,1,226,41.7203,-112.2683,0,"UTM:(12T 0394 4619 1000)",""
"UTM:(12T 0396 4647 1000)",2.7,1,237,41.9727,-112.2492,0,"UTM:(12T 0396 4647 1000)",""
"UTM:(12T 0397 4603 1000)",3.3,6,226,41.5766,-112.2295,0,"UTM:(12T 0397 4603 1000)",""
"UTM:(12T 0397 4671 1000)",2.7,1,248,42.1889,-112.2413,0,"UTM:(12T 0397 4671 1000)",""
"UTM:(12T 0398 4616 1000)",1.0,1,230,41.6938,-112.2198,0,"UTM:(12T 0398 4616 1000)",""
"UTM:(12T 0398 4739 1000)",4.8,2,285,42.8013,-112.2413,0,"UTM:(12T 0398 4739 1000)",""
"UTM:(12T 0400 4738 1000)",3.1,1,286,42.7926,-112.2167,0,"UTM:(12T 0400 4738 1000)",""
"UTM:(12T 0401 4618 1000)",2.8,3,233,41.7122,-112.1840,0,"UTM:(12T 0401 4618 1000)",""
"UTM:(12T 0402 4617 1000)",3.1,2,234,41.7034,-112.1719,0,"UTM:(12T 0402 4617 1000)",""
"UTM:(12T 0402 4618 1000)",2.9,2,234,41.7124,-112.1720,0,"UTM:(12T 0402 4618 1000)",""
"UTM:(12T 0402 4619 1000)",3.1,1,234,41.7214,-112.1722,0,"UTM:(12T 0402 4619 1000)",""
"UTM:(12T 0402 4722 1000)",2.7,1,278,42.6488,-112.1894,0,"UTM:(12T 0402 4722 1000)",""
"UTM:(12T 0403 4617 1000)",4.1,1,235,41.7035,-112.1599,0,"UTM:(12T 0403 4617 1000)",""
"UTM:(12T 0403 4619 1000)",4.7,1,235,41.7215,-112.1602,0,"UTM:(12T 0403 4619 1000)",""
"UTM:(12T 0403 4621 1000)",4.0,1,236,41.7395,-112.1604,0,"UTM:(12T 0403 4621 1000)",""
"UTM:(12T 0403 4629 1000)",3.8,1,238,41.8115,-112.1617,0,"UTM:(12T 0403 4629 1000)",""
"UTM:(12T 0404 4618 1000)",3.8,1,236,41.7126,-112.1479,0,"UTM:(12T 0404 4618 1000)",""
"UTM:(12T 0404 4621 1000)",3.1,1,237,41.7396,-112.1484,0,"UTM:(12T 0404 4621 1000)",""
"UTM:(12T 0404 4631 1000)",3.1,1,239,41.8297,-112.1500,0,"UTM:(12T 0404 4631 1000)",""
"UTM:(12T 0405 4556 1000)",4.1,1,230,41.1544,-112.1262,0,"UTM:(12T 0405 4556 1000)",""
"UTM:(12T 0405 4558 1000)",2.5,2,230,41.1724,-112.1266,0,"UTM:(12T 0405 4558 1000)",""
"UTM:(12T 0405 4559 1000)",2.0,1,230,41.1813,-112.1267,0,"UTM:(12T 0405 4559 1000)",""
"UTM:(12T 0405 4603 1000)",2.7,1,234,41.5776,-112.1336,0,"UTM:(12T 0405 4603 1000)",""
"UTM:(12T 0405 4629 1000)",4.1,1,240,41.8118,-112.1377,0,"UTM:(12T 0405 4629 1000)",""
"UTM:(12T 0406 4552 1000)",2.0,1,231,41.1184,-112.1138,0,"UTM:(12T 0406 4552 1000)",""
"UTM:(12T 0406 4558 1000)",3.8,1,231,41.1724,-112.1147,0,"UTM:(12T 0406 4558 1000)",""
"UTM:(12T 0406 4600 1000)",2.5,1,234,41.5507,-112.1211,0,"UTM:(12T 0406 4600 1000)",""
"UTM:(12T 0407 4502 1000)",2.2,1,240,40.6682,-112.0943,0,"UTM:(12T 0407 4502 1000)",""
"UTM:(12T 0407 4505 1000)",2.9,2,239,40.6953,-112.0949,0,"UTM:(12T 0407 4505 1000)",""
"UTM:(12T 0407 4550 1000)",4.1,1,232,41.1005,-112.1015,0,"UTM:(12T 0407 4550 1000)",""
"UTM:(12T 0407 4558 1000)",3.8,1,232,41.1726,-112.1027,0,"UTM:(12T 0407 4558 1000)",""
"UTM:(12T 0407 4629 1000)",4.6,1,242,41.8119,-112.1137,0,"UTM:(12T 0407 4629 1000)",""
"UTM:(12T 0408 4558 1000)",2.7,1,233,41.1727,-112.0908,0,"UTM:(12T 0408 4558 1000)",""
"UTM:(12T 0408 4559 1000)",3.4,1,233,41.1817,-112.0909,0,"UTM:(12T 0408 4559 1000)",""
"UTM:(12T 0408 4571 1000)",2.2,1,233,41.2897,-112.0928,0,"UTM:(12T 0408 4571 1000)",""
"UTM:(12T 0408 4611 1000)",2.0,1,238,41.6500,-112.0988,0,"UTM:(12T 0408 4611 1000)",""
"UTM:(12T 0409 4548 1000)",2.7,1,234,41.0828,-112.0774,0,"UTM:(12T 0409 4548 1000)",""
"UTM:(12T 0409 4551 1000)",3.1,1,234,41.1098,-112.0778,0,"UTM:(12T 0409 4551 1000)",""
"UTM:(12T 0409 4552 1000)",2.7,1,234,41.1187,-112.0780,0,"UTM:(12T 0409 4552 1000)",""
"UTM:(12T 0409 4554 1000)",2.7,3,234,41.1367,-112.0783,0,"UTM:(12T 0409 4554 1000)",""
"UTM:(12T 0409 4555 1000)",3.2,3,234,41.1457,-112.0785,0,"UTM:(12T 0409 4555 1000)",""
"UTM:(12T 0409 4556 1000)",3.1,1,234,41.1547,-112.0786,0,"UTM:(12T 0409 4556 1000)",""
"UTM:(12T 0409 4557 1000)",3.2,4,234,41.1638,-112.0787,0,"UTM:(12T 0409 4557 1000)",""
"UTM:(12T 0409 4560 1000)",5.3,1,234,41.1908,-112.0792,0,"UTM:(12T 0409 4560 1000)",""
"UTM:(12T 0409 4565 1000)",3.1,1,234,41.2358,-112.0799,0,"UTM:(12T 0409 4565 1000)",""
"UTM:(12T 0410 4506 1000)",2.2,1,242,40.7045,-112.0594,0,"UTM:(12T 0410 4506 1000)",""
"UTM:(12T 0410 4552 1000)",3.1,1,235,41.1188,-112.0661,0,"UTM:(12T 0410 4552 1000)",""
"UTM:(12T 0410 4554 1000)",2.0,1,235,41.1368,-112.0664,0,"UTM:(12T 0410 4554 1000)",""
"UTM:(12T 0410 4556 1000)",2.0,1,235,41.1548,-112.0667,0,"UTM:(12T 0410 4556 1000)",""
"UTM:(12T 0410 4558 1000)",2.5,3,235,41.1729,-112.0670,0,"UTM:(12T 0410 4558 1000)",""
"UTM:(12T 0410 4559 1000)",2.0,1,235,41.1820,-112.0671,0,"UTM:(12T 0410 4559 1000)",""
"UTM:(12T 0410 4560 1000)",2.0,2,235,41.1910,-112.0673,0,"UTM:(12T 0410 4560 1000)",""
"UTM:(12T 0410 4561 1000)",2.0,1,235,41.2000,-112.0674,0,"UTM:(12T 0410 4561 1000)",""
"UTM:(12T 0411 4484 1000)",2.2,1,248,40.5065,-112.0446,0,"UTM:(12T 0411 4484 1000)",""
"UTM:(12T 0411 4548 1000)",2.0,1,236,41.0829,-112.0536,0,"UTM:(12T 0411 4548 1000)",""
"UTM:(12T 0411 4557 1000)",2.2,1,236,41.1640,-112.0549,0,"UTM:(12T 0411 4557 1000)",""
"UTM:(12T 0411 4558 1000)",2.7,1,236,41.1731,-112.0550,0,"UTM:(12T 0411 4558 1000)",""
"UTM:(12T 0411 4559 1000)",2.0,4,236,41.1821,-112.0552,0,"UTM:(12T 0411 4559 1000)",""
"UTM:(12T 0411 4572 1000)",2.7,1,236,41.2991,-112.0571,0,"UTM:(12T 0411 4572 1000)",""
"UTM:(12T 0411 4573 1000)",4.1,1,236,41.3081,-112.0572,0,"UTM:(12T 0411 4573 1000)",""
"UTM:(12T 0411 4817 1000)",2.0,1,348,43.5052,-112.0948,0,"UTM:(12T 0411 4817 1000)",""
"UTM:(12T 0412 4483 1000)",3.1,1,250,40.4976,-112.0326,0,"UTM:(12T 0412 4483 1000)",""
"UTM:(12T 0412 4508 1000)",3.8,1,243,40.7228,-112.0360,0,"UTM:(12T 0412 4508 1000)",""
"UTM:(12T 0412 4547 1000)",2.0,2,238,41.0740,-112.0416,0,"UTM:(12T 0412 4547 1000)",""
"UTM:(12T 0412 4551 1000)",2.0,1,237,41.1101,-112.0421,0,"UTM:(12T 0412 4551 1000)",""
"UTM:(12T 0412 4554 1000)",3.3,4,237,41.1371,-112.0426,0,"UTM:(12T 0412 4554 1000)",""
"UTM:(12T 0412 4555 1000)",2.7,1,237,41.1461,-112.0427,0,"UTM:(12T 0412 4555 1000)",""
"UTM:(12T 0412 4559 1000)",2.0,1,237,41.1822,-112.0433,0,"UTM:(12T 0412 4559 1000)",""
"UTM:(12T 0412 4560 1000)",4.7,2,237,41.1912,-112.0434,0,"UTM:(12T 0412 4560 1000)",""
"UTM:(12T 0412 4564 1000)",3.1,1,237,41.2271,-112.0440,0,"UTM:(12T 0412 4564 1000)",""
"UTM:(12T 0412 4571 1000)",4.1,1,237,41.2902,-112.0450,0,"UTM:(12T 0412 4571 1000)",""
"UTM:(12T 0413 4485 1000)",2.2,1,250,40.5157,-112.0211,0,"UTM:(12T 0413 4485 1000)",""
"UTM:(12T 0413 4497 1000)",3.4,1,247,40.6238,-112.0228,0,"UTM:(12T 0413 4497 1000)",""
"UTM:(12T 0413 4498 1000)",2.2,1,246,40.6329,-112.0229,0,"UTM:(12T 0413 4498 1000)",""
"UTM:(12T 0413 4501 1000)",2.2,1,246,40.6598,-112.0232,0,"UTM:(12T 0413 4501 1000)",""
"UTM:(12T 0413 4503 1000)",2.2,1,245,40.6778,-112.0236,0,"UTM:(12T 0413 4503 1000)",""
"UTM:(12T 0413 4504 1000)",2.0,1,245,40.6868,-112.0237,0,"UTM:(12T 0413 4504 1000)",""
"UTM:(12T 0413 4508 1000)",3.6,1,244,40.7229,-112.0242,0,"UTM:(12T 0413 4508 1000)",""
"UTM:(12T 0413 4546 1000)",3.4,1,239,41.0652,-112.0295,0,"UTM:(12T 0413 4546 1000)",""
"UTM:(12T 0413 4552 1000)",2.7,1,238,41.1192,-112.0304,0,"UTM:(12T 0413 4552 1000)",""
"UTM:(12T 0413 4553 1000)",3.0,2,238,41.1282,-112.0305,0,"UTM:(12T 0413 4553 1000)",""
"UTM:(12T 0413 4554 1000)",3.2,3,238,41.1372,-112.0307,0,"UTM:(12T 0413 4554 1000)",""
"UTM:(12T 0413 4557 1000)",3.6,2,238,41.1642,-112.0311,0,"UTM:(12T 0413 4557 1000)",""
"UTM:(12T 0413 4558 1000)",2.0,1,238,41.1732,-112.0312,0,"UTM:(12T 0413 4558 1000)",""
"UTM:(12T 0413 4560 1000)",2.0,1,238,41.1912,-112.0315,0,"UTM:(12T 0413 4560 1000)",""
"UTM:(12T 0413 4569 1000)",2.5,1,238,41.2723,-112.0328,0,"UTM:(12T 0413 4569 1000)",""
"UTM:(12T 0413 4570 1000)",3.4,1,238,41.2813,-112.0329,0,"UTM:(12T 0413 4570 1000)",""
"UTM:(12T 0413 4578 1000)",4.1,1,239,41.3533,-112.0341,0,"UTM:(12T 0413 4578 1000)",""
"UTM:(12T 0413 4590 1000)",2.0,1,240,41.4614,-112.0358,0,"UTM:(12T 0413 4590 1000)",""
"UTM:(12T 0413 4640 1000)",3.1,1,251,41.9117,-112.0430,0,"UTM:(12T 0413 4640 1000)",""
"UTM:(12T 0414 4461 1000)",2.7,1,259,40.2996,-112.0061,0,"UTM:(12T 0414 4461 1000)",""
"UTM:(12T 0414 4462 1000)",2.0,1,259,40.3087,-112.0062,0,"UTM:(12T 0414 4462 1000)",""
"UTM:(12T 0414 4469 1000)",3.1,1,256,40.3717,-112.0071,0,"UTM:(12T 0414 4469 1000)",""
"UTM:(12T 0414 4485 1000)",2.7,1,251,40.5159,-112.0093,0,"UTM:(12T 0414 4485 1000)",""
