# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0402 3776 1000)",3.3,2,182,34.1248,-118.0574,0,0.320,"UTM:(11S 0402 3776 1000)",""
"UTM:(11S 0402 3777 1000)",3.2,3,181,34.1338,-118.0574,0,0.311,"UTM:(11S 0402 3777 1000)",""
"UTM:(11S 0402 3780 1000)",3.4,7,178,34.1608,-118.0577,0,0.277,"UTM:(11S 0402 3780 1000)",""
"UTM:(11S 0402 3825 1000)",4.1,1,136,34.5666,-118.0629,0,0.330,"UTM:(11S 0402 3825 1000)",""
"UTM:(11S 0402 3838 1000)",3.8,1,124,34.6838,-118.0644,0,0.330,"UTM:(11S 0402 3838 1000)",""
"UTM:(11S 0403 3759 1000)",2.0,1,198,33.9716,-118.0445,0,0.330,"UTM:(11S 0403 3759 1000)",""
"UTM:(11S 0403 3769 1000)",2.2,2,189,34.0618,-118.0457,0,0.320,"UTM:(11S 0403 3769 1000)",""
"UTM:(11S 0403 3772 1000)",3.9,1,186,34.0889,-118.0461,0,0.330,"UTM:(11S 0403 3772 1000)",""
"UTM:(11S 0403 3775 1000)",2.7,1,183,34.1158,-118.0463,0,0.330,"UTM:(11S 0403 3775 1000)",""
"UTM:(11S 0403 3825 1000)",3.1,1,136,34.5667,-118.0520,0,0.330,"UTM:(11S 0403 3825 1000)",""
"UTM:(11S 0403 3839 1000)",4.3,2,123,34.6929,-118.0536,0,0.320,"UTM:(11S 0403 3839 1000)",""
"UTM:(11S 0404 3759 1000)",3.4,10,198,33.9717,-118.0337,0,0.255,"UTM:(11S 0404 3759 1000)",""
"UTM:(11S 0404 3760 1000)",3.3,5,197,33.9808,-118.0339,0,0.293,"UTM:(11S 0404 3760 1000)",""
"UTM:(11S 0404 3761 1000)",3.4,1,196,33.9898,-118.0340,0,0.330,"UTM:(11S 0404 3761 1000)",""
"UTM:(11S 0404 3767 1000)",5.4,1,190,34.0438,-118.0346,0,0.330,"UTM:(11S 0404 3767 1000)",""
"UTM:(11S 0404 3770 1000)",3.1,4,187,34.0709,-118.0350,0,0.302,"UTM:(11S 0404 3770 1000)",""
"UTM:(11S 0404 3777 1000)",2.9,12,181,34.1341,-118.0358,0,0.242,"UTM:(11S 0404 3777 1000)",""
"UTM:(11S 0404 3824 1000)",3.1,3,136,34.5579,-118.0410,0,0.311,"UTM:(11S 0404 3824 1000)",""
"UTM:(11S 0405 3758 1000)",4.9,1,199,33.9627,-118.0229,0,0.330,"UTM:(11S 0405 3758 1000)",""
"UTM:(11S 0405 3773 1000)",2.7,3,184,34.0981,-118.0245,0,0.311,"UTM:(11S 0405 3773 1000)",""
"UTM:(11S 0405 3774 1000)",2.7,1,183,34.1071,-118.0246,0,0.330,"UTM:(11S 0405 3774 1000)",""
"UTM:(11S 0405 3775 1000)",4.8,2,182,34.1161,-118.0247,0,0.320,"UTM:(11S 0405 3775 1000)",""
"UTM:(11S 0405 3777 1000)",2.9,2,180,34.1342,-118.0249,0,0.320,"UTM:(11S 0405 3777 1000)",""
"UTM:(11S 0405 3779 1000)",3.1,4,179,34.1521,-118.0251,0,0.302,"UTM:(11S 0405 3779 1000)",""
"UTM:(11S 0405 3781 1000)",2.7,1,177,34.1701,-118.0254,0,0.330,"UTM:(11S 0405 3781 1000)",""
"UTM:(11S 0405 3825 1000)",3.1,1,135,34.5669,-118.0302,0,0.330,"UTM:(11S 0405 3825 1000)",""
"UTM:(11S 0406 3770 1000)",3.7,8,187,34.0710,-118.0133,0,0.269,"UTM:(11S 0406 3770 1000)",""
"UTM:(11S 0406 3777 1000)",3.1,1,180,34.1342,-118.0140,0,0.330,"UTM:(11S 0406 3777 1000)",""
"UTM:(11S 0406 3778 1000)",3.6,13,179,34.1432,-118.0142,0,0.236,"UTM:(11S 0406 3778 1000)",""
"UTM:(11S 0407 3776 1000)",3.4,4,181,34.1253,-118.0031,0,0.302,"UTM:(11S 0407 3776 1000)",""
"UTM:(11S 0407 3777 1000)",2.7,1,180,34.1343,-118.0032,0,0.330,"UTM:(11S 0407 3777 1000)",""
"UTM:(11S 0407 3778 1000)",4.3,3,179,34.1433,-118.0033,0,0.311,"UTM:(11S 0407 3778 1000)",""
"UTM:(11S 0407 3779 1000)",3.4,1,178,34.1523,-118.0034,0,0.330,"UTM:(11S 0407 3779 1000)",""
"UTM:(11S 0408 3758 1000)",4.1,1,198,33.9630,-117.9904,0,0.330,"UTM:(11S 0408 3758 1000)",""
"UTM:(11S 0408 3765 1000)",4.6,1,191,34.0262,-117.9911,0,0.330,"UTM:(11S 0408 3765 1000)",""
"UTM:(11S 0408 3778 1000)",3.4,1,179,34.1433,-117.9924,0,0.330,"UTM:(11S 0408 3778 1000)",""
"UTM:(11S 0408 3780 1000)",3.1,2,177,34.1615,-117.9927,0,0.320,"UTM:(11S 0408 3780 1000)",""
"UTM:(11S 0408 3782 1000)",3.2,3,175,34.1795,-117.9929,0,0.311,"UTM:(11S 0408 3782 1000)",""
"UTM:(11S 0408 3820 1000)",2.7,1,139,34.5221,-117.9969,0,0.330,"UTM:(11S 0408 3820 1000)",""
"UTM:(11S 0409 3760 1000)",4.5,2,196,33.9811,-117.9797,0,0.320,"UTM:(11S 0409 3760 1000)",""
"UTM:(11S 0409 3762 1000)",3.1,1,194,33.9992,-117.9800,0,0.330,"UTM:(11S 0409 3762 1000)",""
"UTM:(11S 0409 3770 1000)",2.0,1,186,34.0713,-117.9808,0,0.330,"UTM:(11S 0409 3770 1000)",""
"UTM:(11S 0409 3779 1000)",3.4,1,177,34.1525,-117.9818,0,0.330,"UTM:(11S 0409 3779 1000)",""
"UTM:(11S 0410 3761 1000)",3.4,2,195,33.9903,-117.9691,0,0.320,"UTM:(11S 0410 3761 1000)",""
"UTM:(11S 0410 3762 1000)",3.1,3,194,33.9993,-117.9692,0,0.311,"UTM:(11S 0410 3762 1000)",""
"UTM:(11S 0410 3776 1000)",3.4,1,180,34.1256,-117.9706,0,0.330,"UTM:(11S 0410 3776 1000)",""
"UTM:(11S 0410 3778 1000)",2.7,1,178,34.1436,-117.9708,0,0.330,"UTM:(11S 0410 3778 1000)",""
"UTM:(11S 0410 3779 1000)",2.7,1,177,34.1526,-117.9709,0,0.330,"UTM:(11S 0410 3779 1000)",""
"UTM:(11S 0410 3885 1000)",3.4,1,79,35.1084,-117.9821,0,0.330,"UTM:(11S 0410 3885 1000)",""
"UTM:(11S 0410 3887 1000)",4.1,1,78,35.1264,-117.9823,0,0.330,"UTM:(11S 0410 3887 1000)",""
"UTM:(11S 0411 3770 1000)",2.7,1,186,34.0716,-117.9591,0,0.330,"UTM:(11S 0411 3770 1000)",""
"UTM:(11S 0411 3778 1000)",2.5,1,178,34.1437,-117.9599,0,0.330,"UTM:(11S 0411 3778 1000)",""
"UTM:(11S 0412 3756 1000)",2.2,2,199,33.9454,-117.9469,0,0.320,"UTM:(11S 0412 3756 1000)",""
"UTM:(11S 0412 3765 1000)",3.8,2,190,34.0266,-117.9478,0,0.320,"UTM:(11S 0412 3765 1000)",""
"UTM:(11S 0412 3766 1000)",4.1,1,189,34.0356,-117.9478,0,0.330,"UTM:(11S 0412 3766 1000)",""
"UTM:(11S 0412 3771 1000)",2.2,1,185,34.0806,-117.9484,0,0.330,"UTM:(11S 0412 3771 1000)",""
"UTM:(11S 0412 3779 1000)",2.7,1,177,34.1527,-117.9492,0,0.330,"UTM:(11S 0412 3779 1000)",""
"UTM:(11S 0412 3888 1000)",4.1,4,76,35.1355,-117.9605,0,0.302,"UTM:(11S 0412 3888 1000)",""
"UTM:(11S 0413 3770 1000)",3.6,5,185,34.0717,-117.9375,0,0.293,"UTM:(11S 0413 3770 1000)",""
"UTM:(11S 0413 3779 1000)",2.0,1,177,34.1529,-117.9384,0,0.330,"UTM:(11S 0413 3779 1000)",""
"UTM:(11S 0414 3755 1000)",2.2,2,200,33.9365,-117.9252,0,0.320,"UTM:(11S 0414 3755 1000)",""
"UTM:(11S 0414 3769 1000)",3.4,2,186,34.0628,-117.9265,0,0.320,"UTM:(11S 0414 3769 1000)",""
"UTM:(11S 0414 3989 1000)",4.1,1,56,36.0463,-117.9492,0,0.330,"UTM:(11S 0414 3989 1000)",""
"UTM:(11S 0415 3756 1000)",2.2,1,199,33.9455,-117.9144,0,0.330,"UTM:(11S 0415 3756 1000)",""
"UTM:(11S 0415 3862 1000)",3.4,1,97,34.9014,-117.9249,0,0.330,"UTM:(11S 0415 3862 1000)",""
"UTM:(11S 0416 3755 1000)",3.4,2,199,33.9367,-117.9035,0,0.320,"UTM:(11S 0416 3755 1000)",""
"UTM:(11S 0416 3760 1000)",3.4,5,194,33.9818,-117.9040,0,0.293,"UTM:(11S 0416 3760 1000)",""
"UTM:(11S 0416 3770 1000)",3.1,1,185,34.0720,-117.9050,0,0.330,"UTM:(11S 0416 3770 1000)",""
"UTM:(11S 0416 3773 1000)",3.4,2,182,34.0990,-117.9052,0,0.320,"UTM:(11S 0416 3773 1000)",""
"UTM:(11S 0416 3776 1000)",2.2,2,179,34.1260,-117.9055,0,0.320,"UTM:(11S 0416 3776 1000)",""
"UTM:(11S 0416 3777 1000)",3.2,7,178,34.1350,-117.9056,0,0.277,"UTM:(11S 0416 3777 1000)",""
"UTM:(11S 0416 3778 1000)",3.1,1,177,34.1441,-117.9057,0,0.330,"UTM:(11S 0416 3778 1000)",""
"UTM:(11S 0416 3818 1000)",4.1,1,138,34.5048,-117.9096,0,0.330,"UTM:(11S 0416 3818 1000)",""
"UTM:(11S 0417 3769 1000)",3.8,1,185,34.0630,-117.8940,0,0.330,"UTM:(11S 0417 3769 1000)",""
"UTM:(11S 0417 3772 1000)",2.5,5,182,34.0901,-117.8943,0,0.293,"UTM:(11S 0417 3772 1000)",""
"UTM:(11S 0417 3778 1000)",3.4,1,177,34.1441,-117.8948,0,0.330,"UTM:(11S 0417 3778 1000)",""
"UTM:(11S 0418 3759 1000)",3.3,1,195,33.9729,-117.8822,0,0.330,"UTM:(11S 0418 3759 1000)",""
"UTM:(11S 0418 3771 1000)",3.4,1,183,34.0811,-117.8834,0,0.330,"UTM:(11S 0418 3771 1000)",""
"UTM:(11S 0418 3773 1000)",5.3,2,181,34.0992,-117.8836,0,0.320,"UTM:(11S 0418 3773 1000)",""
"UTM:(11S 0418 3778 1000)",2.9,2,176,34.1442,-117.8840,0,0.320,"UTM:(11S 0418 3778 1000)",""
"UTM:(11S 0419 3761 1000)",2.7,1,193,33.9909,-117.8716,0,0.330,"UTM:(11S 0419 3761 1000)",""
"UTM:(11S 0419 3766 1000)",2.7,1,188,34.0361,-117.8721,0,0.330,"UTM:(11S 0419 3766 1000)",""
"UTM:(11S 0419 3767 1000)",3.8,1,187,34.0451,-117.8722,0,0.330,"UTM:(11S 0419 3767 1000)",""
"UTM:(11S 0419 3774 1000)",3.1,1,180,34.1082,-117.8728,0,0.330,"UTM:(11S 0419 3774 1000)",""
"UTM:(11S 0419 3776 1000)",2.2,1,178,34.1262,-117.8730,0,0.330,"UTM:(11S 0419 3776 1000)",""
"UTM:(11S 0419 3777 1000)",3.2,4,177,34.1352,-117.8731,0,0.302,"UTM:(11S 0419 3777 1000)",""
"UTM:(11S 0420 3767 1000)",3.4,1,187,34.0451,-117.8613,0,0.330,"UTM:(11S 0420 3767 1000)",""
"UTM:(11S 0420 3777 1000)",3.2,5,177,34.1354,-117.8622,0,0.293,"UTM:(11S 0420 3777 1000)",""
"UTM:(11S 0420 3778 1000)",3.1,1,176,34.1444,-117.8623,0,0.330,"UTM:(11S 0420 3778 1000)",""
"UTM:(11S 0421 3772 1000)",4.6,1,182,34.0904,-117.8510,0,0.330,"UTM:(11S 0421 3772 1000)",""
"UTM:(11S 0421 3773 1000)",2.7,1,181,34.0994,-117.8510,0,0.330,"UTM:(11S 0421 3773 1000)",""
"UTM:(11S 0421 3778 1000)",3.1,1,176,34.1444,-117.8515,0,0.330,"UTM:(11S 0421 3778 1000)",""
"UTM:(11S 0422 3773 1000)",2.7,1,181,34.0995,-117.8402,0,0.330,"UTM:(11S 0422 3773 1000)",""
"UTM:(11S 0423 3762 1000)",4.1,5,191,34.0003,-117.8284,0,0.293,"UTM:(11S 0423 3762 1000)",""
"UTM:(11S 0423 3774 1000)",2.7,2,179,34.1086,-117.8295,0,0.320,"UTM:(11S 0423 3774 1000)",""
"UTM:(11S 0423 3830 1000)",3.8,1,125,34.6136,-117.8344,0,0.330,"UTM:(11S 0423 3830 1000)",""
"UTM:(11S 0424 3761 1000)",4.3,1,192,33.9913,-117.8175,0,0.330,"UTM:(11S 0424 3761 1000)",""
"UTM:(11S 0424 3764 1000)",2.0,1,189,34.0185,-117.8177,0,0.330,"UTM:(11S 0424 3764 1000)",""
"UTM:(11S 0424 3768 1000)",2.5,2,185,34.0545,-117.8180,0,0.320,"UTM:(11S 0424 3768 1000)",""
"UTM:(11S 0424 3774 1000)",3.8,2,179,34.1086,-117.8186,0,0.320,"UTM:(11S 0424 3774 1000)",""
"UTM:(11S 0424 3775 1000)",2.9,2,178,34.1176,-117.8187,0,0.320,"UTM:(11S 0424 3775 1000)",""
"UTM:(11S 0424 3829 1000)",5.6,1,125,34.6046,-117.8234,0,0.330,"UTM:(11S 0424 3829 1000)",""
"UTM:(11S 0424 3945 1000)",4.6,1,32,35.6504,-117.8340,0,0.330,"UTM:(11S 0424 3945 1000)",""
"UTM:(11S 0425 3762 1000)",3.1,1,191,34.0005,-117.8067,0,0.330,"UTM:(11S 0425 3762 1000)",""
"UTM:(11S 0425 3774 1000)",3.0,7,179,34.1086,-117.8077,0,0.277,"UTM:(11S 0425 3774 1000)",""
"UTM:(11S 0425 3775 1000)",2.7,2,178,34.1176,-117.8079,0,0.320,"UTM:(11S 0425 3775 1000)",""
"UTM:(11S 0426 3774 1000)",2.8,8,179,34.1088,-117.7969,0,0.269,"UTM:(11S 0426 3774 1000)",""
"UTM:(11S 0426 3775 1000)",4.1,2,178,34.1178,-117.7970,0,0.320,"UTM:(11S 0426 3775 1000)",""
"UTM:(11S 0427 3763 1000)",3.1,1,190,34.0097,-117.7851,0,0.330,"UTM:(11S 0427 3763 1000)",""
"UTM:(11S 0428 3773 1000)",3.1,4,180,34.0999,-117.7751,0,0.302,"UTM:(11S 0428 3773 1000)",""
"UTM:(11S 0428 3776 1000)",3.1,1,177,34.1270,-117.7754,0,0.330,"UTM:(11S 0428 3776 1000)",""
"UTM:(11S 0429 3757 1000)",3.1,1,195,33.9556,-117.7630,0,0.330,"UTM:(11S 0429 3757 1000)",""
"UTM:(11S 0429 3766 1000)",1.0,1,186,34.0368,-117.7637,0,0.330,"UTM:(11S 0429 3766 1000)",""
"UTM:(11S 0429 3774 1000)",3.3,3,178,34.1090,-117.7644,0,0.311,"UTM:(11S 0429 3774 1000)",""
"UTM:(11S 0430 3762 1000)",3.2,6,190,34.0008,-117.7526,0,0.285,"UTM:(11S 0430 3762 1000)",""
"UTM:(11S 0430 3763 1000)",2.2,1,189,34.0099,-117.7526,0,0.330,"UTM:(11S 0430 3763 1000)",""
"UTM:(11S 0430 3770 1000)",3.1,1,182,34.0729,-117.7532,0,0.330,"UTM:(11S 0430 3770 1000)",""
"UTM:(11S 0430 3774 1000)",3.8,1,178,34.1090,-117.7535,0,0.330,"UTM:(11S 0430 3774 1000)",""
"UTM:(11S 0431 3765 1000)",2.7,2,187,34.0280,-117.7420,0,0.320,"UTM:(11S 0431 3765 1000)",""
"UTM:(11S 0431 3768 1000)",2.0,5,184,34.0550,-117.7423,0,0.293,"UTM:(11S 0431 3768 1000)",""
"UTM:(11S 0431 3770 1000)",4.3,1,182,34.0730,-117.7424,0,0.330,"UTM:(11S 0431 3770 1000)",""
"UTM:(11S 0431 3775 1000)",3.1,2,177,34.1181,-117.7428,0,0.320,"UTM:(11S 0431 3775 1000)",""
"UTM:(11S 0432 3760 1000)",3.1,2,192,33.9829,-117.7308,0,0.320,"UTM:(11S 0432 3760 1000)",""
"UTM:(11S 0432 3771 1000)",2.9,2,181,34.0821,-117.7316,0,0.320,"UTM:(11S 0432 3771 1000)",""
"UTM:(11S 0432 3773 1000)",3.2,3,179,34.1001,-117.7318,0,0.311,"UTM:(11S 0432 3773 1000)",""
"UTM:(11S 0432 3774 1000)",3.1,1,178,34.1091,-117.7319,0,0.330,"UTM:(11S 0432 3774 1000)",""
"UTM:(11S 0433 3760 1000)",3.1,7,192,33.9830,-117.7200,0,0.277,"UTM:(11S 0433 3760 1000)",""
"UTM:(11S 0433 3765 1000)",3.4,2,187,34.0281,-117.7203,0,0.320,"UTM:(11S 0433 3765 1000)",""
"UTM:(11S 0433 3767 1000)",3.8,1,185,34.0461,-117.7205,0,0.330,"UTM:(11S 0433 3767 1000)",""
"UTM:(11S 0433 3773 1000)",2.9,10,179,34.1002,-117.7209,0,0.255,"UTM:(11S 0433 3773 1000)",""
"UTM:(11S 0434 3774 1000)",3.4,1,178,34.1093,-117.7102,0,0.330,"UTM:(11S 0434 3774 1000)",""
"UTM:(11S 0435 3764 1000)",3.4,3,188,34.0191,-117.6986,0,0.311,"UTM:(11S 0435 3764 1000)",""
"UTM:(11S 0435 3765 1000)",2.7,1,187,34.0281,-117.6986,0,0.330,"UTM:(11S 0435 3765 1000)",""
"UTM:(11S 0435 3767 1000)",3.1,3,185,34.0463,-117.6988,0,0.311,"UTM:(11S 0435 3767 1000)",""
"UTM:(11S 0435 3769 1000)",3.4,1,183,34.0643,-117.6989,0,0.330,"UTM:(11S 0435 3769 1000)",""
"UTM:(11S 0435 3777 1000)",2.7,1,175,34.1364,-117.6995,0,0.330,"UTM:(11S 0435 3777 1000)",""
"UTM:(11S 0436 3763 1000)",3.3,5,189,34.0102,-117.6877,0,0.293,"UTM:(11S 0436 3763 1000)",""
"UTM:(11S 0436 3766 1000)",2.6,2,186,34.0373,-117.6879,0,0.320,"UTM:(11S 0436 3766 1000)",""
"UTM:(11S 0436 3768 1000)",2.5,3,184,34.0553,-117.6881,0,0.311,"UTM:(11S 0436 3768 1000)",""
"UTM:(11S 0436 3770 1000)",2.2,1,182,34.0734,-117.6882,0,0.330,"UTM:(11S 0436 3770 1000)",""
"UTM:(11S 0437 3770 1000)",3.4,1,182,34.0734,-117.6773,0,0.330,"UTM:(11S 0437 3770 1000)",""
"UTM:(11S 0437 3772 1000)",3.1,1,180,34.0914,-117.6775,0,0.330,"UTM:(11S 0437 3772 1000)",""
"UTM:(11S 0437 3778 1000)",3.8,3,174,34.1456,-117.6780,0,0.311,"UTM:(11S 0437 3778 1000)",""
"UTM:(11S 0437 3941 1000)",5.4,1,22,35.6153,-117.6901,0,0.330,"UTM:(11S 0437 3941 1000)",""
"UTM:(11S 0438 3754 1000)",2.7,1,197,33.9291,-117.6654,0,0.330,"UTM:(11S 0438 3754 1000)",""
"UTM:(11S 0438 3755 1000)",4.1,1,196,33.9382,-117.6654,0,0.330,"UTM:(11S 0438 3755 1000)",""
"UTM:(11S 0438 3764 1000)",2.7,1,187,34.0194,-117.6661,0,0.330,"UTM:(11S 0438 3764 1000)",""
"UTM:(11S 0438 3767 1000)",2.7,2,184,34.0464,-117.6663,0,0.320,"UTM:(11S 0438 3767 1000)",""
"UTM:(11S 0438 3773 1000)",3.2,6,178,34.1005,-117.6668,0,0.285,"UTM:(11S 0438 3773 1000)",""
"UTM:(11S 0438 3779 1000)",2.9,1,172,34.1546,-117.6672,0,0.330,"UTM:(11S 0438 3779 1000)",""
"UTM:(11S 0438 3937 1000)",7.0,1,23,35.5793,-117.6788,0,0.330,"UTM:(11S 0438 3937 1000)",""
"UTM:(11S 0438 3941 1000)",7.5,1,21,35.6153,-117.6791,0,0.330,"UTM:(11S 0438 3941 1000)",""
"UTM:(11S 0439 3764 1000)",3.4,1,187,34.0194,-117.6553,0,0.330,"UTM:(11S 0439 3764 1000)",""
"UTM:(11S 0439 3768 1000)",3.1,1,183,34.0555,-117.6556,0,0.330,"UTM:(11S 0439 3768 1000)",""
"UTM:(11S 0439 3769 1000)",2.7,1,182,34.0645,-117.6556,0,0.330,"UTM:(11S 0439 3769 1000)",""
"UTM:(11S 0439 3770 1000)",3.4,2,181,34.0735,-117.6557,0,0.320,"UTM:(11S 0439 3770 1000)",""
"UTM:(11S 0439 3772 1000)",4.6,3,179,34.0915,-117.6558,0,0.311,"UTM:(11S 0439 3772 1000)",""
"UTM:(11S 0439 3773 1000)",2.9,3,178,34.1005,-117.6559,0,0.311,"UTM:(11S 0439 3773 1000)",""
"UTM:(11S 0439 3777 1000)",4.2,1,174,34.1367,-117.6562,0,0.330,"UTM:(11S 0439 3777 1000)",""
"UTM:(11S 0439 3778 1000)",3.1,1,173,34.1457,-117.6562,0,0.330,"UTM:(11S 0439 3778 1000)",""
"UTM:(11S 0439 3788 1000)",2.7,5,163,34.2358,-117.6569,0,0.293,"UTM:(11S 0439 3788 1000)",""
"UTM:(11S 0439 3942 1000)",7.0,1,20,35.6244,-117.6681,0,0.330,"UTM:(11S 0439 3942 1000)",""
"UTM:(11S 0440 3768 1000)",2.7,2,183,34.0555,-117.6447,0,0.320,"UTM:(11S 0440 3768 1000)",""
"UTM:(11S 0440 3769 1000)",3.9,4,182,34.0645,-117.6448,0,0.302,"UTM:(11S 0440 3769 1000)",""
"UTM:(11S 0440 3773 1000)",3.4,1,178,34.1007,-117.6450,0,0.330,"UTM:(11S 0440 3773 1000)",""
"UTM:(11S 0440 3802 1000)",3.8,1,149,34.3621,-117.6471,0,0.330,"UTM:(11S 0440 3802 1000)",""
"UTM:(11S 0440 3942 1000)",7.1,1,19,35.6245,-117.6571,0,0.330,"UTM:(11S 0440 3942 1000)",""
"UTM:(11S 0441 3802 1000)",3.1,1,149,34.3622,-117.6362,0,0.330,"UTM:(11S 0441 3802 1000)",""
"UTM:(11S 0441 3941 1000)",6.8,1,19,35.6155,-117.6459,0,0.330,"UTM:(11S 0441 3941 1000)",""
"UTM:(11S 0442 3758 1000)",3.1,1,193,33.9655,-117.6224,0,0.330,"UTM:(11S 0442 3758 1000)",""
"UTM:(11S 0442 3773 1000)",3.1,1,178,34.1008,-117.6234,0,0.330,"UTM:(11S 0442 3773 1000)",""
"UTM:(11S 0442 3775 1000)",2.6,5,176,34.1187,-117.6235,0,0.293,"UTM:(11S 0442 3775 1000)",""
"UTM:(11S 0442 3776 1000)",2.7,1,175,34.1277,-117.6236,0,0.330,"UTM:(11S 0442 3776 1000)",""
"UTM:(11S 0443 3771 1000)",2.5,1,180,34.0828,-117.6124,0,0.330,"UTM:(11S 0443 3771 1000)",""
"UTM:(11S 0443 3773 1000)",4.3,1,178,34.1008,-117.6125,0,0.330,"UTM:(11S 0443 3773 1000)",""
"UTM:(11S 0443 3776 1000)",3.0,3,175,34.1278,-117.6127,0,0.311,"UTM:(11S 0443 3776 1000)",""
"UTM:(11S 0443 3801 1000)",3.4,1,150,34.3533,-117.6144,0,0.330,"UTM:(11S 0443 3801 1000)",""
"UTM:(11S 0443 3805 1000)",4.2,1,146,34.3894,-117.6146,0,0.330,"UTM:(11S 0443 3805 1000)",""
"UTM:(11S 0443 3814 1000)",3.4,1,137,34.4706,-117.6152,0,0.330,"UTM:(11S 0443 3814 1000)",""
"UTM:(11S 0444 3758 1000)",2.0,1,193,33.9656,-117.6008,0,0.330,"UTM:(11S 0444 3758 1000)",""
"UTM:(11S 0445 3757 1000)",2.2,2,194,33.9566,-117.5899,0,0.320,"UTM:(11S 0445 3757 1000)",""
"UTM:(11S 0445 3759 1000)",2.7,1,192,33.9746,-117.5900,0,0.330,"UTM:(11S 0445 3759 1000)",""
"UTM:(11S 0445 3764 1000)",2.2,1,187,34.0198,-117.5903,0,0.330,"UTM:(11S 0445 3764 1000)",""
"UTM:(11S 0445 3770 1000)",3.4,1,181,34.0739,-117.5907,0,0.330,"UTM:(11S 0445 3770 1000)",""
"UTM:(11S 0446 3759 1000)",3.4,2,192,33.9746,-117.5791,0,0.320,"UTM:(11S 0446 3759 1000)",""
"UTM:(11S 0446 3770 1000)",2.9,3,181,34.0739,-117.5798,0,0.311,"UTM:(11S 0446 3770 1000)",""
"UTM:(11S 0446 3773 1000)",3.2,19,178,34.1009,-117.5800,0,0.203,"UTM:(11S 0446 3773 1000)",""
"UTM:(11S 0446 3775 1000)",2.7,1,176,34.1189,-117.5801,0,0.330,"UTM:(11S 0446 3775 1000)",""
"UTM:(11S 0447 3758 1000)",2.7,1,193,33.9657,-117.5683,0,0.330,"UTM:(11S 0447 3758 1000)",""
"UTM:(11S 0447 3760 1000)",2.2,1,191,33.9838,-117.5684,0,0.330,"UTM:(11S 0447 3760 1000)",""
"UTM:(11S 0447 3775 1000)",2.0,1,176,34.1191,-117.5693,0,0.330,"UTM:(11S 0447 3775 1000)",""
"UTM:(11S 0447 3777 1000)",2.7,1,174,34.1371,-117.5694,0,0.330,"UTM:(11S 0447 3777 1000)",""
"UTM:(11S 0447 3778 1000)",3.8,2,173,34.1461,-117.5695,0,0.320,"UTM:(11S 0447 3778 1000)",""
"UTM:(11S 0447 3809 1000)",3.6,3,142,34.4257,-117.5714,0,0.311,"UTM:(11S 0447 3809 1000)",""
"UTM:(11S 0448 3759 1000)",3.4,2,192,33.9748,-117.5575,0,0.320,"UTM:(11S 0448 3759 1000)",""
"UTM:(11S 0448 3760 1000)",3.4,1,191,33.9838,-117.5575,0,0.330,"UTM:(11S 0448 3760 1000)",""
"UTM:(11S 0448 3764 1000)",3.1,1,187,34.0199,-117.5578,0,0.330,"UTM:(11S 0448 3764 1000)",""
"UTM:(11S 0448 3770 1000)",2.7,1,181,34.0740,-117.5582,0,0.330,"UTM:(11S 0448 3770 1000)",""
"UTM:(11S 0448 3774 1000)",3.7,8,177,34.1101,-117.5584,0,0.269,"UTM:(11S 0448 3774 1000)",""
"UTM:(11S 0448 3778 1000)",3.1,1,173,34.1461,-117.5586,0,0.330,"UTM:(11S 0448 3778 1000)",""
"UTM:(11S 0449 3753 1000)",2.2,2,198,33.9207,-117.5463,0,0.320,"UTM:(11S 0449 3753 1000)",""
"UTM:(11S 0449 3754 1000)",3.1,1,197,33.9297,-117.5464,0,0.330,"UTM:(11S 0449 3754 1000)",""
"UTM:(11S 0449 3770 1000)",3.8,1,181,34.0740,-117.5473,0,0.330,"UTM:(11S 0449 3770 1000)",""
"UTM:(11S 0449 3774 1000)",3.8,2,177,34.1101,-117.5476,0,0.320,"UTM:(11S 0449 3774 1000)",""
"UTM:(11S 0449 3776 1000)",2.2,1,175,34.1282,-117.5477,0,0.330,"UTM:(11S 0449 3776 1000)",""
"UTM:(11S 0450 3754 1000)",2.7,2,197,33.9298,-117.5356,0,0.320,"UTM:(11S 0450 3754 1000)",""
"UTM:(11S 0450 3761 1000)",2.8,4,190,33.9929,-117.5360,0,0.302,"UTM:(11S 0450 3761 1000)",""
"UTM:(11S 0450 3776 1000)",3.2,3,175,34.1282,-117.5368,0,0.311,"UTM:(11S 0450 3776 1000)",""
"UTM:(11S 0450 3778 1000)",2.7,1,173,34.1462,-117.5369,0,0.330,"UTM:(11S 0450 3778 1000)",""
"UTM:(11S 0450 3779 1000)",2.0,5,172,34.1552,-117.5370,0,0.293,"UTM:(11S 0450 3779 1000)",""
"UTM:(11S 0450 3806 1000)",3.1,1,145,34.3987,-117.5386,0,0.330,"UTM:(11S 0450 3806 1000)",""
"UTM:(11S 0451 3773 1000)",3.8,1,178,34.1012,-117.5258,0,0.330,"UTM:(11S 0451 3773 1000)",""
"UTM:(11S 0451 3776 1000)",3.4,2,175,34.1283,-117.5260,0,0.320,"UTM:(11S 0451 3776 1000)",""
"UTM:(11S 0452 3809 1000)",3.8,1,142,34.4259,-117.5170,0,0.330,"UTM:(11S 0452 3809 1000)",""
