# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0384 3834 1000)",3.4,2,136,34.6459,-118.2603,0,0.320,"UTM:(11S 0384 3834 1000)",""
"UTM:(11S 0385 3767 1000)",3.1,1,196,34.0419,-118.2405,0,0.330,"UTM:(11S 0385 3767 1000)",""
"UTM:(11S 0385 3768 1000)",3.0,18,195,34.0510,-118.2406,0,0.208,"UTM:(11S 0385 3768 1000)",""
"UTM:(11S 0385 3769 1000)",3.8,4,194,34.0600,-118.2407,0,0.302,"UTM:(11S 0385 3769 1000)",""
"UTM:(11S 0385 3770 1000)",3.8,1,193,34.0690,-118.2408,0,0.330,"UTM:(11S 0385 3770 1000)",""
"UTM:(11S 0385 3774 1000)",3.4,3,190,34.1050,-118.2414,0,0.311,"UTM:(11S 0385 3774 1000)",""
"UTM:(11S 0385 3775 1000)",3.1,1,189,34.1140,-118.2415,0,0.330,"UTM:(11S 0385 3775 1000)",""
"UTM:(11S 0385 3777 1000)",3.7,3,187,34.1321,-118.2417,0,0.311,"UTM:(11S 0385 3777 1000)",""
"UTM:(11S 0385 3778 1000)",3.4,1,186,34.1411,-118.2419,0,0.330,"UTM:(11S 0385 3778 1000)",""
"UTM:(11S 0385 3779 1000)",3.4,5,185,34.1501,-118.2421,0,0.293,"UTM:(11S 0385 3779 1000)",""
"UTM:(11S 0385 3781 1000)",3.4,5,183,34.1681,-118.2423,0,0.293,"UTM:(11S 0385 3781 1000)",""
"UTM:(11S 0385 3785 1000)",3.6,3,179,34.2043,-118.2429,0,0.311,"UTM:(11S 0385 3785 1000)",""
"UTM:(11S 0385 3787 1000)",3.4,8,178,34.2223,-118.2431,0,0.269,"UTM:(11S 0385 3787 1000)",""
"UTM:(11S 0385 3788 1000)",3.2,8,177,34.2313,-118.2432,0,0.269,"UTM:(11S 0385 3788 1000)",""
"UTM:(11S 0385 3913 1000)",3.1,1,79,35.3582,-118.2602,0,0.330,"UTM:(11S 0385 3913 1000)",""
"UTM:(11S 0386 3766 1000)",3.5,4,197,34.0331,-118.2295,0,0.302,"UTM:(11S 0386 3766 1000)",""
"UTM:(11S 0386 3768 1000)",4.1,3,195,34.0511,-118.2297,0,0.311,"UTM:(11S 0386 3768 1000)",""
"UTM:(11S 0386 3772 1000)",3.1,1,191,34.0872,-118.2303,0,0.330,"UTM:(11S 0386 3772 1000)",""
"UTM:(11S 0386 3774 1000)",3.6,6,189,34.1051,-118.2305,0,0.285,"UTM:(11S 0386 3774 1000)",""
"UTM:(11S 0386 3775 1000)",5.1,3,188,34.1141,-118.2306,0,0.311,"UTM:(11S 0386 3775 1000)",""
"UTM:(11S 0386 3780 1000)",2.7,2,184,34.1593,-118.2313,0,0.320,"UTM:(11S 0386 3780 1000)",""
"UTM:(11S 0386 3781 1000)",3.3,3,183,34.1683,-118.2314,0,0.311,"UTM:(11S 0386 3781 1000)",""
"UTM:(11S 0386 3782 1000)",3.1,2,182,34.1773,-118.2315,0,0.320,"UTM:(11S 0386 3782 1000)",""
"UTM:(11S 0386 3784 1000)",2.2,1,180,34.1954,-118.2319,0,0.330,"UTM:(11S 0386 3784 1000)",""
"UTM:(11S 0386 3786 1000)",2.7,1,178,34.2133,-118.2321,0,0.330,"UTM:(11S 0386 3786 1000)",""
"UTM:(11S 0386 3835 1000)",3.8,5,134,34.6551,-118.2386,0,0.293,"UTM:(11S 0386 3835 1000)",""
"UTM:(11S 0387 3769 1000)",3.4,3,194,34.0602,-118.2191,0,0.311,"UTM:(11S 0387 3769 1000)",""
"UTM:(11S 0387 3770 1000)",2.7,1,193,34.0692,-118.2192,0,0.330,"UTM:(11S 0387 3770 1000)",""
"UTM:(11S 0387 3771 1000)",3.8,5,192,34.0782,-118.2193,0,0.293,"UTM:(11S 0387 3771 1000)",""
"UTM:(11S 0387 3772 1000)",2.7,1,191,34.0872,-118.2194,0,0.330,"UTM:(11S 0387 3772 1000)",""
"UTM:(11S 0387 3774 1000)",3.8,1,189,34.1052,-118.2197,0,0.330,"UTM:(11S 0387 3774 1000)",""
"UTM:(11S 0387 3776 1000)",3.1,1,187,34.1233,-118.2200,0,0.330,"UTM:(11S 0387 3776 1000)",""
"UTM:(11S 0387 3777 1000)",5.0,1,186,34.1324,-118.2200,0,0.330,"UTM:(11S 0387 3777 1000)",""
"UTM:(11S 0387 3778 1000)",2.5,3,185,34.1414,-118.2202,0,0.311,"UTM:(11S 0387 3778 1000)",""
"UTM:(11S 0387 3825 1000)",2.7,1,142,34.5651,-118.2264,0,0.330,"UTM:(11S 0387 3825 1000)",""
"UTM:(11S 0387 3831 1000)",2.7,1,137,34.6192,-118.2271,0,0.330,"UTM:(11S 0387 3831 1000)",""
"UTM:(11S 0387 3832 1000)",2.7,1,136,34.6283,-118.2273,0,0.330,"UTM:(11S 0387 3832 1000)",""
"UTM:(11S 0387 3833 1000)",4.1,1,135,34.6373,-118.2274,0,0.330,"UTM:(11S 0387 3833 1000)",""
"UTM:(11S 0388 3764 1000)",3.1,1,198,34.0152,-118.2075,0,0.330,"UTM:(11S 0388 3764 1000)",""
"UTM:(11S 0388 3771 1000)",3.8,2,191,34.0784,-118.2084,0,0.320,"UTM:(11S 0388 3771 1000)",""
"UTM:(11S 0388 3772 1000)",3.1,1,190,34.0874,-118.2086,0,0.330,"UTM:(11S 0388 3772 1000)",""
"UTM:(11S 0388 3773 1000)",2.7,1,189,34.0964,-118.2088,0,0.330,"UTM:(11S 0388 3773 1000)",""
"UTM:(11S 0388 3774 1000)",3.6,4,189,34.1054,-118.2089,0,0.302,"UTM:(11S 0388 3774 1000)",""
"UTM:(11S 0388 3775 1000)",3.2,3,188,34.1144,-118.2089,0,0.311,"UTM:(11S 0388 3775 1000)",""
"UTM:(11S 0388 3777 1000)",3.4,7,186,34.1324,-118.2092,0,0.277,"UTM:(11S 0388 3777 1000)",""
"UTM:(11S 0388 3779 1000)",4.1,1,184,34.1504,-118.2095,0,0.330,"UTM:(11S 0388 3779 1000)",""
"UTM:(11S 0388 3781 1000)",2.0,1,182,34.1685,-118.2098,0,0.330,"UTM:(11S 0388 3781 1000)",""
"UTM:(11S 0388 3785 1000)",2.9,2,178,34.2045,-118.2103,0,0.320,"UTM:(11S 0388 3785 1000)",""
"UTM:(11S 0388 3786 1000)",3.1,1,177,34.2135,-118.2104,0,0.330,"UTM:(11S 0388 3786 1000)",""
"UTM:(11S 0388 3787 1000)",3.8,1,176,34.2226,-118.2106,0,0.330,"UTM:(11S 0388 3787 1000)",""
"UTM:(11S 0388 3834 1000)",4.6,2,134,34.6463,-118.2166,0,0.320,"UTM:(11S 0388 3834 1000)",""
"UTM:(11S 0389 3766 1000)",2.0,1,196,34.0333,-118.1969,0,0.330,"UTM:(11S 0389 3766 1000)",""
"UTM:(11S 0389 3769 1000)",3.8,3,193,34.0604,-118.1974,0,0.311,"UTM:(11S 0389 3769 1000)",""
"UTM:(11S 0389 3770 1000)",4.1,1,192,34.0695,-118.1976,0,0.330,"UTM:(11S 0389 3770 1000)",""
"UTM:(11S 0389 3774 1000)",3.1,15,188,34.1055,-118.1980,0,0.224,"UTM:(11S 0389 3774 1000)",""
"UTM:(11S 0389 3776 1000)",3.0,3,186,34.1236,-118.1983,0,0.311,"UTM:(11S 0389 3776 1000)",""
"UTM:(11S 0389 3777 1000)",2.0,2,185,34.1325,-118.1984,0,0.320,"UTM:(11S 0389 3777 1000)",""
"UTM:(11S 0389 3784 1000)",3.1,3,179,34.1957,-118.1993,0,0.311,"UTM:(11S 0389 3784 1000)",""
"UTM:(11S 0389 3785 1000)",3.3,4,178,34.2047,-118.1995,0,0.302,"UTM:(11S 0389 3785 1000)",""
"UTM:(11S 0389 3816 1000)",3.4,1,150,34.4841,-118.2034,0,0.330,"UTM:(11S 0389 3816 1000)",""
"UTM:(11S 0389 3831 1000)",3.1,1,136,34.6195,-118.2054,0,0.330,"UTM:(11S 0389 3831 1000)",""
"UTM:(11S 0389 3833 1000)",3.4,1,134,34.6375,-118.2056,0,0.330,"UTM:(11S 0389 3833 1000)",""
"UTM:(11S 0389 3835 1000)",3.0,2,133,34.6555,-118.2059,0,0.320,"UTM:(11S 0389 3835 1000)",""
"UTM:(11S 0389 3838 1000)",2.7,1,130,34.6825,-118.2063,0,0.330,"UTM:(11S 0389 3838 1000)",""
"UTM:(11S 0389 3840 1000)",4.6,4,128,34.7005,-118.2065,0,0.302,"UTM:(11S 0389 3840 1000)",""
"UTM:(11S 0389 3858 1000)",5.2,1,113,34.8629,-118.2089,0,0.330,"UTM:(11S 0389 3858 1000)",""
"UTM:(11S 0389 3949 1000)",4.3,3,65,35.6832,-118.2211,0,0.311,"UTM:(11S 0389 3949 1000)",""
"UTM:(11S 0390 3768 1000)",2.7,2,194,34.0515,-118.1865,0,0.320,"UTM:(11S 0390 3768 1000)",""
"UTM:(11S 0390 3771 1000)",3.8,1,191,34.0785,-118.1868,0,0.330,"UTM:(11S 0390 3771 1000)",""
"UTM:(11S 0390 3773 1000)",4.1,3,189,34.0966,-118.1870,0,0.311,"UTM:(11S 0390 3773 1000)",""
"UTM:(11S 0390 3774 1000)",3.1,1,188,34.1056,-118.1872,0,0.330,"UTM:(11S 0390 3774 1000)",""
"UTM:(11S 0390 3775 1000)",3.6,5,187,34.1146,-118.1873,0,0.293,"UTM:(11S 0390 3775 1000)",""
"UTM:(11S 0390 3776 1000)",2.0,2,186,34.1236,-118.1875,0,0.320,"UTM:(11S 0390 3776 1000)",""
"UTM:(11S 0390 3785 1000)",3.1,5,178,34.2048,-118.1885,0,0.293,"UTM:(11S 0390 3785 1000)",""
"UTM:(11S 0390 3814 1000)",3.7,3,151,34.4663,-118.1923,0,0.311,"UTM:(11S 0390 3814 1000)",""
"UTM:(11S 0390 3819 1000)",3.8,1,146,34.5114,-118.1929,0,0.330,"UTM:(11S 0390 3819 1000)",""
"UTM:(11S 0390 3857 1000)",4.3,2,114,34.8539,-118.1978,0,0.320,"UTM:(11S 0390 3857 1000)",""
"UTM:(11S 0391 3767 1000)",4.1,1,194,34.0425,-118.1755,0,0.330,"UTM:(11S 0391 3767 1000)",""
"UTM:(11S 0391 3770 1000)",3.8,1,191,34.0696,-118.1758,0,0.330,"UTM:(11S 0391 3770 1000)",""
"UTM:(11S 0391 3772 1000)",3.1,2,189,34.0876,-118.1761,0,0.320,"UTM:(11S 0391 3772 1000)",""
"UTM:(11S 0391 3773 1000)",2.2,1,188,34.0966,-118.1763,0,0.330,"UTM:(11S 0391 3773 1000)",""
"UTM:(11S 0391 3774 1000)",3.7,2,188,34.1057,-118.1764,0,0.320,"UTM:(11S 0391 3774 1000)",""
"UTM:(11S 0391 3776 1000)",3.4,1,186,34.1238,-118.1765,0,0.330,"UTM:(11S 0391 3776 1000)",""
"UTM:(11S 0391 3778 1000)",3.1,1,184,34.1418,-118.1769,0,0.330,"UTM:(11S 0391 3778 1000)",""
"UTM:(11S 0391 3780 1000)",2.0,1,182,34.1598,-118.1771,0,0.330,"UTM:(11S 0391 3780 1000)",""
"UTM:(11S 0391 3825 1000)",3.4,1,141,34.5656,-118.1828,0,0.330,"UTM:(11S 0391 3825 1000)",""
"UTM:(11S 0391 3828 1000)",3.4,1,138,34.5926,-118.1832,0,0.330,"UTM:(11S 0391 3828 1000)",""
"UTM:(11S 0391 3830 1000)",4.3,4,136,34.6106,-118.1834,0,0.302,"UTM:(11S 0391 3830 1000)",""
"UTM:(11S 0391 3831 1000)",3.3,5,135,34.6197,-118.1835,0,0.293,"UTM:(11S 0391 3831 1000)",""
"UTM:(11S 0391 3836 1000)",3.8,9,131,34.6647,-118.1842,0,0.262,"UTM:(11S 0391 3836 1000)",""
"UTM:(11S 0391 3838 1000)",4.1,1,129,34.6827,-118.1844,0,0.330,"UTM:(11S 0391 3838 1000)",""
"UTM:(11S 0391 3840 1000)",4.3,1,127,34.7007,-118.1847,0,0.330,"UTM:(11S 0391 3840 1000)",""
"UTM:(11S 0391 3857 1000)",4.3,1,113,34.8541,-118.1869,0,0.330,"UTM:(11S 0391 3857 1000)",""
"UTM:(11S 0391 3878 1000)",3.1,1,96,35.0434,-118.1896,0,0.330,"UTM:(11S 0391 3878 1000)",""
"UTM:(11S 0392 3767 1000)",3.8,4,194,34.0426,-118.1646,0,0.302,"UTM:(11S 0392 3767 1000)",""
"UTM:(11S 0392 3771 1000)",3.0,3,190,34.0787,-118.1652,0,0.311,"UTM:(11S 0392 3771 1000)",""
"UTM:(11S 0392 3775 1000)",3.4,1,186,34.1149,-118.1656,0,0.330,"UTM:(11S 0392 3775 1000)",""
"UTM:(11S 0392 3779 1000)",3.4,2,182,34.1508,-118.1661,0,0.320,"UTM:(11S 0392 3779 1000)",""
"UTM:(11S 0392 3782 1000)",3.8,1,180,34.1779,-118.1664,0,0.330,"UTM:(11S 0392 3782 1000)",""
"UTM:(11S 0392 3784 1000)",3.1,1,178,34.1959,-118.1668,0,0.330,"UTM:(11S 0392 3784 1000)",""
"UTM:(11S 0392 3785 1000)",2.2,2,177,34.2049,-118.1669,0,0.320,"UTM:(11S 0392 3785 1000)",""
"UTM:(11S 0392 3838 1000)",2.7,1,129,34.6829,-118.1735,0,0.330,"UTM:(11S 0392 3838 1000)",""
"UTM:(11S 0392 3859 1000)",2.7,1,111,34.8722,-118.1762,0,0.330,"UTM:(11S 0392 3859 1000)",""
"UTM:(11S 0393 3769 1000)",2.2,1,192,34.0609,-118.1541,0,0.330,"UTM:(11S 0393 3769 1000)",""
"UTM:(11S 0393 3770 1000)",3.1,1,191,34.0699,-118.1541,0,0.330,"UTM:(11S 0393 3770 1000)",""
"UTM:(11S 0393 3773 1000)",3.8,2,188,34.0969,-118.1546,0,0.320,"UTM:(11S 0393 3773 1000)",""
"UTM:(11S 0393 3775 1000)",2.5,8,186,34.1150,-118.1548,0,0.269,"UTM:(11S 0393 3775 1000)",""
"UTM:(11S 0393 3776 1000)",4.1,2,185,34.1240,-118.1549,0,0.320,"UTM:(11S 0393 3776 1000)",""
"UTM:(11S 0393 3777 1000)",3.8,1,184,34.1330,-118.1550,0,0.330,"UTM:(11S 0393 3777 1000)",""
"UTM:(11S 0393 3778 1000)",3.6,4,183,34.1420,-118.1551,0,0.302,"UTM:(11S 0393 3778 1000)",""
"UTM:(11S 0393 3779 1000)",2.9,2,182,34.1510,-118.1552,0,0.320,"UTM:(11S 0393 3779 1000)",""
"UTM:(11S 0393 3780 1000)",3.4,2,181,34.1600,-118.1554,0,0.320,"UTM:(11S 0393 3780 1000)",""
"UTM:(11S 0393 3781 1000)",3.4,2,180,34.1690,-118.1556,0,0.320,"UTM:(11S 0393 3781 1000)",""
"UTM:(11S 0393 3782 1000)",3.8,1,179,34.1780,-118.1557,0,0.330,"UTM:(11S 0393 3782 1000)",""
"UTM:(11S 0393 3783 1000)",3.8,3,178,34.1870,-118.1558,0,0.311,"UTM:(11S 0393 3783 1000)",""
"UTM:(11S 0393 3784 1000)",3.1,2,177,34.1960,-118.1558,0,0.320,"UTM:(11S 0393 3784 1000)",""
"UTM:(11S 0393 3828 1000)",2.7,1,137,34.5928,-118.1613,0,0.330,"UTM:(11S 0393 3828 1000)",""
"UTM:(11S 0393 3836 1000)",2.7,2,130,34.6650,-118.1624,0,0.320,"UTM:(11S 0393 3836 1000)",""
"UTM:(11S 0393 3837 1000)",3.3,3,129,34.6740,-118.1625,0,0.311,"UTM:(11S 0393 3837 1000)",""
"UTM:(11S 0393 3840 1000)",3.4,2,126,34.7009,-118.1629,0,0.320,"UTM:(11S 0393 3840 1000)",""
"UTM:(11S 0393 3841 1000)",4.1,1,126,34.7100,-118.1630,0,0.330,"UTM:(11S 0393 3841 1000)",""
"UTM:(11S 0393 3858 1000)",3.8,4,111,34.8633,-118.1651,0,0.302,"UTM:(11S 0393 3858 1000)",""
"UTM:(11S 0394 3769 1000)",3.4,1,191,34.0609,-118.1432,0,0.330,"UTM:(11S 0394 3769 1000)",""
"UTM:(11S 0394 3771 1000)",3.9,6,189,34.0789,-118.1435,0,0.285,"UTM:(11S 0394 3771 1000)",""
"UTM:(11S 0394 3777 1000)",2.9,2,184,34.1330,-118.1441,0,0.320,"UTM:(11S 0394 3777 1000)",""
"UTM:(11S 0394 3778 1000)",3.9,5,183,34.1420,-118.1443,0,0.293,"UTM:(11S 0394 3778 1000)",""
"UTM:(11S 0394 3779 1000)",3.3,28,182,34.1510,-118.1445,0,0.168,"UTM:(11S 0394 3779 1000)",""
"UTM:(11S 0394 3780 1000)",3.3,12,181,34.1601,-118.1446,0,0.242,"UTM:(11S 0394 3780 1000)",""
"UTM:(11S 0394 3781 1000)",3.1,8,180,34.1692,-118.1447,0,0.269,"UTM:(11S 0394 3781 1000)",""
"UTM:(11S 0394 3782 1000)",2.7,1,179,34.1782,-118.1448,0,0.330,"UTM:(11S 0394 3782 1000)",""
"UTM:(11S 0394 3783 1000)",2.7,1,178,34.1872,-118.1449,0,0.330,"UTM:(11S 0394 3783 1000)",""
"UTM:(11S 0394 3784 1000)",3.4,1,177,34.1962,-118.1450,0,0.330,"UTM:(11S 0394 3784 1000)",""
"UTM:(11S 0394 3785 1000)",3.8,2,176,34.2052,-118.1452,0,0.320,"UTM:(11S 0394 3785 1000)",""
"UTM:(11S 0394 3816 1000)",3.8,3,147,34.4847,-118.1490,0,0.311,"UTM:(11S 0394 3816 1000)",""
"UTM:(11S 0394 3829 1000)",3.1,1,136,34.6020,-118.1506,0,0.330,"UTM:(11S 0394 3829 1000)",""
"UTM:(11S 0394 3840 1000)",4.7,3,126,34.7011,-118.1519,0,0.311,"UTM:(11S 0394 3840 1000)",""
"UTM:(11S 0394 3841 1000)",3.8,1,125,34.7101,-118.1521,0,0.330,"UTM:(11S 0394 3841 1000)",""
"UTM:(11S 0394 3859 1000)",4.1,1,110,34.8724,-118.1543,0,0.330,"UTM:(11S 0394 3859 1000)",""
"UTM:(11S 0395 3769 1000)",4.1,3,191,34.0611,-118.1324,0,0.311,"UTM:(11S 0395 3769 1000)",""
"UTM:(11S 0395 3773 1000)",3.3,6,187,34.0970,-118.1328,0,0.285,"UTM:(11S 0395 3773 1000)",""
"UTM:(11S 0395 3774 1000)",3.3,2,186,34.1061,-118.1329,0,0.320,"UTM:(11S 0395 3774 1000)",""
"UTM:(11S 0395 3776 1000)",3.1,2,184,34.1242,-118.1333,0,0.320,"UTM:(11S 0395 3776 1000)",""
"UTM:(11S 0395 3778 1000)",3.2,12,182,34.1422,-118.1335,0,0.242,"UTM:(11S 0395 3778 1000)",""
"UTM:(11S 0395 3779 1000)",3.2,3,181,34.1512,-118.1336,0,0.311,"UTM:(11S 0395 3779 1000)",""
"UTM:(11S 0395 3780 1000)",4.2,5,181,34.1602,-118.1337,0,0.293,"UTM:(11S 0395 3780 1000)",""
"UTM:(11S 0395 3781 1000)",3.4,4,180,34.1693,-118.1338,0,0.302,"UTM:(11S 0395 3781 1000)",""
"UTM:(11S 0395 3782 1000)",3.4,1,179,34.1782,-118.1339,0,0.330,"UTM:(11S 0395 3782 1000)",""
"UTM:(11S 0395 3783 1000)",3.9,7,178,34.1872,-118.1341,0,0.277,"UTM:(11S 0395 3783 1000)",""
"UTM:(11S 0395 3784 1000)",2.5,3,177,34.1962,-118.1342,0,0.311,"UTM:(11S 0395 3784 1000)",""
"UTM:(11S 0395 3827 1000)",3.8,2,137,34.5840,-118.1394,0,0.320,"UTM:(11S 0395 3827 1000)",""
"UTM:(11S 0395 3837 1000)",4.1,2,128,34.6741,-118.1406,0,0.320,"UTM:(11S 0395 3837 1000)",""
"UTM:(11S 0395 3838 1000)",3.4,1,127,34.6831,-118.1408,0,0.330,"UTM:(11S 0395 3838 1000)",""
"UTM:(11S 0395 3840 1000)",3.9,10,125,34.7012,-118.1410,0,0.255,"UTM:(11S 0395 3840 1000)",""
"UTM:(11S 0396 3764 1000)",2.0,1,195,34.0160,-118.1209,0,0.330,"UTM:(11S 0396 3764 1000)",""
"UTM:(11S 0396 3769 1000)",2.5,6,191,34.0611,-118.1216,0,0.285,"UTM:(11S 0396 3769 1000)",""
"UTM:(11S 0396 3771 1000)",3.1,1,189,34.0791,-118.1217,0,0.330,"UTM:(11S 0396 3771 1000)",""
"UTM:(11S 0396 3773 1000)",3.4,9,187,34.0971,-118.1221,0,0.262,"UTM:(11S 0396 3773 1000)",""
"UTM:(11S 0396 3774 1000)",2.7,1,186,34.1062,-118.1222,0,0.330,"UTM:(11S 0396 3774 1000)",""
"UTM:(11S 0396 3777 1000)",2.7,7,183,34.1333,-118.1225,0,0.277,"UTM:(11S 0396 3777 1000)",""
"UTM:(11S 0396 3778 1000)",3.3,9,182,34.1423,-118.1226,0,0.262,"UTM:(11S 0396 3778 1000)",""
"UTM:(11S 0396 3779 1000)",3.4,11,181,34.1513,-118.1227,0,0.248,"UTM:(11S 0396 3779 1000)",""
"UTM:(11S 0396 3780 1000)",2.7,3,180,34.1603,-118.1228,0,0.311,"UTM:(11S 0396 3780 1000)",""
"UTM:(11S 0396 3781 1000)",3.4,2,179,34.1694,-118.1230,0,0.320,"UTM:(11S 0396 3781 1000)",""
"UTM:(11S 0396 3782 1000)",3.4,3,178,34.1783,-118.1231,0,0.311,"UTM:(11S 0396 3782 1000)",""
"UTM:(11S 0396 3825 1000)",3.8,2,138,34.5661,-118.1283,0,0.320,"UTM:(11S 0396 3825 1000)",""
"UTM:(11S 0396 3829 1000)",2.7,2,135,34.6022,-118.1288,0,0.320,"UTM:(11S 0396 3829 1000)",""
"UTM:(11S 0397 3764 1000)",2.2,1,195,34.0161,-118.1102,0,0.330,"UTM:(11S 0397 3764 1000)",""
"UTM:(11S 0397 3773 1000)",3.2,5,187,34.0973,-118.1112,0,0.293,"UTM:(11S 0397 3773 1000)",""
"UTM:(11S 0397 3777 1000)",3.4,1,183,34.1334,-118.1116,0,0.330,"UTM:(11S 0397 3777 1000)",""
"UTM:(11S 0397 3778 1000)",2.7,4,182,34.1424,-118.1118,0,0.302,"UTM:(11S 0397 3778 1000)",""
"UTM:(11S 0397 3780 1000)",3.8,4,180,34.1604,-118.1120,0,0.302,"UTM:(11S 0397 3780 1000)",""
"UTM:(11S 0397 3781 1000)",2.2,1,179,34.1694,-118.1122,0,0.330,"UTM:(11S 0397 3781 1000)",""
"UTM:(11S 0397 3826 1000)",3.3,18,137,34.5752,-118.1175,0,0.208,"UTM:(11S 0397 3826 1000)",""
"UTM:(11S 0398 3765 1000)",3.4,1,194,34.0252,-118.0994,0,0.330,"UTM:(11S 0398 3765 1000)",""
"UTM:(11S 0398 3768 1000)",2.8,3,191,34.0523,-118.0998,0,0.311,"UTM:(11S 0398 3768 1000)",""
"UTM:(11S 0398 3770 1000)",3.1,1,189,34.0704,-118.1000,0,0.330,"UTM:(11S 0398 3770 1000)",""
"UTM:(11S 0398 3771 1000)",2.2,1,188,34.0794,-118.1001,0,0.330,"UTM:(11S 0398 3771 1000)",""
"UTM:(11S 0398 3772 1000)",3.4,1,187,34.0883,-118.1002,0,0.330,"UTM:(11S 0398 3772 1000)",""
"UTM:(11S 0398 3776 1000)",3.0,3,183,34.1244,-118.1007,0,0.311,"UTM:(11S 0398 3776 1000)",""
"UTM:(11S 0398 3777 1000)",4.3,1,182,34.1334,-118.1008,0,0.330,"UTM:(11S 0398 3777 1000)",""
"UTM:(11S 0398 3778 1000)",3.3,17,182,34.1424,-118.1010,0,0.213,"UTM:(11S 0398 3778 1000)",""
"UTM:(11S 0398 3782 1000)",2.7,1,178,34.1786,-118.1014,0,0.330,"UTM:(11S 0398 3782 1000)",""
"UTM:(11S 0398 3783 1000)",3.4,2,177,34.1876,-118.1015,0,0.320,"UTM:(11S 0398 3783 1000)",""
"UTM:(11S 0398 3825 1000)",2.0,1,138,34.5662,-118.1065,0,0.330,"UTM:(11S 0398 3825 1000)",""
"UTM:(11S 0398 3827 1000)",6.4,1,136,34.5842,-118.1067,0,0.330,"UTM:(11S 0398 3827 1000)",""
"UTM:(11S 0398 3836 1000)",4.1,1,128,34.6654,-118.1078,0,0.330,"UTM:(11S 0398 3836 1000)",""
"UTM:(11S 0398 3838 1000)",4.1,1,126,34.6835,-118.1080,0,0.330,"UTM:(11S 0398 3838 1000)",""
"UTM:(11S 0398 3840 1000)",5.3,1,124,34.7015,-118.1083,0,0.330,"UTM:(11S 0398 3840 1000)",""
"UTM:(11S 0398 3888 1000)",3.4,1,84,35.1343,-118.1141,0,0.330,"UTM:(11S 0398 3888 1000)",""
"UTM:(11S 0399 3772 1000)",2.7,8,187,34.0885,-118.0893,0,0.269,"UTM:(11S 0399 3772 1000)",""
"UTM:(11S 0399 3774 1000)",2.9,2,185,34.1065,-118.0897,0,0.320,"UTM:(11S 0399 3774 1000)",""
"UTM:(11S 0399 3825 1000)",3.8,1,137,34.5663,-118.0956,0,0.330,"UTM:(11S 0399 3825 1000)",""
"UTM:(11S 0399 3839 1000)",4.3,2,125,34.6925,-118.0972,0,0.320,"UTM:(11S 0399 3839 1000)",""
"UTM:(11S 0400 3763 1000)",3.4,1,195,34.0074,-118.0776,0,0.330,"UTM:(11S 0400 3763 1000)",""
"UTM:(11S 0400 3770 1000)",3.1,2,189,34.0705,-118.0784,0,0.320,"UTM:(11S 0400 3770 1000)",""
"UTM:(11S 0400 3771 1000)",3.3,4,188,34.0795,-118.0785,0,0.302,"UTM:(11S 0400 3771 1000)",""
"UTM:(11S 0400 3773 1000)",3.8,1,186,34.0975,-118.0787,0,0.330,"UTM:(11S 0400 3773 1000)",""
"UTM:(11S 0400 3774 1000)",4.8,1,185,34.1065,-118.0788,0,0.330,"UTM:(11S 0400 3774 1000)",""
"UTM:(11S 0400 3775 1000)",3.4,3,184,34.1157,-118.0789,0,0.311,"UTM:(11S 0400 3775 1000)",""
"UTM:(11S 0400 3776 1000)",3.0,7,183,34.1247,-118.0790,0,0.277,"UTM:(11S 0400 3776 1000)",""
"UTM:(11S 0400 3777 1000)",4.2,1,182,34.1337,-118.0791,0,0.330,"UTM:(11S 0400 3777 1000)",""
"UTM:(11S 0400 3780 1000)",3.1,1,179,34.1607,-118.0795,0,0.330,"UTM:(11S 0400 3780 1000)",""
"UTM:(11S 0401 3759 1000)",2.7,1,199,33.9715,-118.0662,0,0.330,"UTM:(11S 0401 3759 1000)",""
"UTM:(11S 0401 3764 1000)",3.4,1,194,34.0165,-118.0668,0,0.330,"UTM:(11S 0401 3764 1000)",""
"UTM:(11S 0401 3775 1000)",2.7,1,183,34.1157,-118.0680,0,0.330,"UTM:(11S 0401 3775 1000)",""
"UTM:(11S 0401 3776 1000)",2.0,5,183,34.1247,-118.0682,0,0.293,"UTM:(11S 0401 3776 1000)",""
"UTM:(11S 0401 3777 1000)",4.3,1,182,34.1337,-118.0683,0,0.330,"UTM:(11S 0401 3777 1000)",""
"UTM:(11S 0401 3780 1000)",3.1,2,179,34.1608,-118.0686,0,0.320,"UTM:(11S 0401 3780 1000)",""
"UTM:(11S 0401 3824 1000)",3.6,3,137,34.5575,-118.0737,0,0.311,"UTM:(11S 0401 3824 1000)",""
"UTM:(11S 0401 3837 1000)",3.1,1,125,34.6748,-118.0752,0,0.330,"UTM:(11S 0401 3837 1000)",""
"UTM:(11S 0402 3761 1000)",2.2,1,197,33.9896,-118.0556,0,0.330,"UTM:(11S 0402 3761 1000)",""
"UTM:(11S 0402 3769 1000)",2.0,1,189,34.0617,-118.0565,0,0.330,"UTM:(11S 0402 3769 1000)",""
"UTM:(11S 0402 3774 1000)",2.7,4,184,34.1068,-118.0571,0,0.302,"UTM:(11S 0402 3774 1000)",""
"UTM:(11S 0402 3775 1000)",3.8,2,183,34.1158,-118.0572,0,0.320,"UTM:(11S 0402 3775 1000)",""
