# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0380 3757 1000)",3.8,1,198,33.9512,-118.2933,0,0.330,"UTM:(11S 0380 3757 1000)",""
"UTM:(11S 0380 3758 1000)",3.3,3,197,33.9603,-118.2934,0,0.311,"UTM:(11S 0380 3758 1000)",""
"UTM:(11S 0380 3759 1000)",4.1,1,197,33.9693,-118.2936,0,0.330,"UTM:(11S 0380 3759 1000)",""
"UTM:(11S 0380 3764 1000)",3.9,3,192,34.0144,-118.2942,0,0.311,"UTM:(11S 0380 3764 1000)",""
"UTM:(11S 0380 3766 1000)",3.1,4,190,34.0324,-118.2945,0,0.302,"UTM:(11S 0380 3766 1000)",""
"UTM:(11S 0380 3768 1000)",3.4,2,188,34.0504,-118.2947,0,0.320,"UTM:(11S 0380 3768 1000)",""
"UTM:(11S 0380 3769 1000)",3.7,16,188,34.0594,-118.2948,0,0.218,"UTM:(11S 0380 3769 1000)",""
"UTM:(11S 0380 3770 1000)",4.2,12,187,34.0684,-118.2951,0,0.242,"UTM:(11S 0380 3770 1000)",""
"UTM:(11S 0380 3771 1000)",4.3,25,186,34.0774,-118.2952,0,0.178,"UTM:(11S 0380 3771 1000)",""
"UTM:(11S 0380 3772 1000)",4.0,7,185,34.0864,-118.2953,0,0.277,"UTM:(11S 0380 3772 1000)",""
"UTM:(11S 0380 3773 1000)",4.0,10,184,34.0954,-118.2954,0,0.255,"UTM:(11S 0380 3773 1000)",""
"UTM:(11S 0380 3774 1000)",3.9,21,183,34.1045,-118.2955,0,0.194,"UTM:(11S 0380 3774 1000)",""
"UTM:(11S 0380 3776 1000)",3.5,7,181,34.1226,-118.2959,0,0.277,"UTM:(11S 0380 3776 1000)",""
"UTM:(11S 0380 3780 1000)",4.1,2,178,34.1586,-118.2963,0,0.320,"UTM:(11S 0380 3780 1000)",""
"UTM:(11S 0380 3781 1000)",4.2,2,177,34.1676,-118.2965,0,0.320,"UTM:(11S 0380 3781 1000)",""
"UTM:(11S 0380 3782 1000)",4.5,7,176,34.1766,-118.2966,0,0.277,"UTM:(11S 0380 3782 1000)",""
"UTM:(11S 0380 3783 1000)",3.9,4,175,34.1856,-118.2969,0,0.302,"UTM:(11S 0380 3783 1000)",""
"UTM:(11S 0380 3791 1000)",3.9,4,168,34.2578,-118.2979,0,0.302,"UTM:(11S 0380 3791 1000)",""
"UTM:(11S 0380 3792 1000)",3.8,2,167,34.2668,-118.2980,0,0.320,"UTM:(11S 0380 3792 1000)",""
"UTM:(11S 0380 3793 1000)",3.4,1,167,34.2758,-118.2982,0,0.330,"UTM:(11S 0380 3793 1000)",""
"UTM:(11S 0380 3858 1000)",4.1,1,116,34.8619,-118.3073,0,0.330,"UTM:(11S 0380 3858 1000)",""
"UTM:(11S 0380 3945 1000)",5.4,1,60,35.6461,-118.3200,0,0.330,"UTM:(11S 0380 3945 1000)",""
"UTM:(11S 0381 3733 1000)",3.5,25,220,33.7349,-118.2792,0,0.178,"UTM:(11S 0381 3733 1000)",""
"UTM:(11S 0381 3734 1000)",4.6,1,219,33.7439,-118.2793,0,0.330,"UTM:(11S 0381 3734 1000)",""
"UTM:(11S 0381 3738 1000)",2.2,1,215,33.7800,-118.2799,0,0.330,"UTM:(11S 0381 3738 1000)",""
"UTM:(11S 0381 3742 1000)",3.1,2,212,33.8161,-118.2804,0,0.320,"UTM:(11S 0381 3742 1000)",""
"UTM:(11S 0381 3743 1000)",4.3,1,211,33.8251,-118.2806,0,0.330,"UTM:(11S 0381 3743 1000)",""
"UTM:(11S 0381 3744 1000)",2.9,3,210,33.8341,-118.2807,0,0.311,"UTM:(11S 0381 3744 1000)",""
"UTM:(11S 0381 3746 1000)",3.4,1,208,33.8522,-118.2809,0,0.330,"UTM:(11S 0381 3746 1000)",""
"UTM:(11S 0381 3747 1000)",3.4,1,207,33.8611,-118.2810,0,0.330,"UTM:(11S 0381 3747 1000)",""
"UTM:(11S 0381 3749 1000)",3.4,1,205,33.8792,-118.2814,0,0.330,"UTM:(11S 0381 3749 1000)",""
"UTM:(11S 0381 3752 1000)",3.4,1,202,33.9062,-118.2817,0,0.330,"UTM:(11S 0381 3752 1000)",""
"UTM:(11S 0381 3754 1000)",4.3,1,201,33.9243,-118.2820,0,0.330,"UTM:(11S 0381 3754 1000)",""
"UTM:(11S 0381 3756 1000)",4.6,1,199,33.9423,-118.2823,0,0.330,"UTM:(11S 0381 3756 1000)",""
"UTM:(11S 0381 3757 1000)",5.6,1,198,33.9514,-118.2825,0,0.330,"UTM:(11S 0381 3757 1000)",""
"UTM:(11S 0381 3762 1000)",5.4,1,193,33.9964,-118.2831,0,0.330,"UTM:(11S 0381 3762 1000)",""
"UTM:(11S 0381 3763 1000)",2.0,1,192,34.0054,-118.2833,0,0.330,"UTM:(11S 0381 3763 1000)",""
"UTM:(11S 0381 3764 1000)",3.6,2,192,34.0144,-118.2834,0,0.320,"UTM:(11S 0381 3764 1000)",""
"UTM:(11S 0381 3765 1000)",4.0,6,191,34.0234,-118.2835,0,0.285,"UTM:(11S 0381 3765 1000)",""
"UTM:(11S 0381 3766 1000)",3.7,6,190,34.0324,-118.2836,0,0.285,"UTM:(11S 0381 3766 1000)",""
"UTM:(11S 0381 3767 1000)",4.4,3,189,34.0415,-118.2837,0,0.311,"UTM:(11S 0381 3767 1000)",""
"UTM:(11S 0381 3768 1000)",4.1,8,188,34.0505,-118.2840,0,0.269,"UTM:(11S 0381 3768 1000)",""
"UTM:(11S 0381 3769 1000)",4.6,2,187,34.0596,-118.2841,0,0.320,"UTM:(11S 0381 3769 1000)",""
"UTM:(11S 0381 3770 1000)",3.8,21,186,34.0686,-118.2842,0,0.194,"UTM:(11S 0381 3770 1000)",""
"UTM:(11S 0381 3771 1000)",3.8,8,185,34.0776,-118.2843,0,0.269,"UTM:(11S 0381 3771 1000)",""
"UTM:(11S 0381 3772 1000)",3.4,17,184,34.0866,-118.2844,0,0.213,"UTM:(11S 0381 3772 1000)",""
"UTM:(11S 0381 3773 1000)",3.4,6,184,34.0956,-118.2845,0,0.285,"UTM:(11S 0381 3773 1000)",""
"UTM:(11S 0381 3774 1000)",3.8,24,183,34.1046,-118.2848,0,0.182,"UTM:(11S 0381 3774 1000)",""
"UTM:(11S 0381 3775 1000)",4.5,3,182,34.1136,-118.2849,0,0.311,"UTM:(11S 0381 3775 1000)",""
"UTM:(11S 0381 3777 1000)",4.1,1,180,34.1317,-118.2851,0,0.330,"UTM:(11S 0381 3777 1000)",""
"UTM:(11S 0381 3779 1000)",4.3,1,178,34.1497,-118.2854,0,0.330,"UTM:(11S 0381 3779 1000)",""
"UTM:(11S 0381 3780 1000)",3.1,1,177,34.1587,-118.2856,0,0.330,"UTM:(11S 0381 3780 1000)",""
"UTM:(11S 0381 3781 1000)",4.1,3,177,34.1677,-118.2857,0,0.311,"UTM:(11S 0381 3781 1000)",""
"UTM:(11S 0381 3782 1000)",4.8,1,176,34.1767,-118.2859,0,0.330,"UTM:(11S 0381 3782 1000)",""
"UTM:(11S 0381 3783 1000)",4.9,4,175,34.1857,-118.2860,0,0.302,"UTM:(11S 0381 3783 1000)",""
"UTM:(11S 0381 3784 1000)",3.1,1,174,34.1947,-118.2861,0,0.330,"UTM:(11S 0381 3784 1000)",""
"UTM:(11S 0381 3789 1000)",2.0,2,170,34.2399,-118.2868,0,0.320,"UTM:(11S 0381 3789 1000)",""
"UTM:(11S 0381 3790 1000)",3.7,15,169,34.2489,-118.2869,0,0.224,"UTM:(11S 0381 3790 1000)",""
"UTM:(11S 0381 3791 1000)",4.3,3,168,34.2579,-118.2870,0,0.311,"UTM:(11S 0381 3791 1000)",""
"UTM:(11S 0381 3792 1000)",3.7,5,167,34.2669,-118.2872,0,0.293,"UTM:(11S 0381 3792 1000)",""
"UTM:(11S 0381 3821 1000)",3.8,2,143,34.5284,-118.2912,0,0.320,"UTM:(11S 0381 3821 1000)",""
"UTM:(11S 0381 3830 1000)",5.3,3,136,34.6095,-118.2925,0,0.311,"UTM:(11S 0381 3830 1000)",""
"UTM:(11S 0381 3831 1000)",3.8,1,135,34.6185,-118.2926,0,0.330,"UTM:(11S 0381 3831 1000)",""
"UTM:(11S 0381 3832 1000)",3.8,1,134,34.6275,-118.2928,0,0.330,"UTM:(11S 0381 3832 1000)",""
"UTM:(11S 0381 3840 1000)",4.8,1,128,34.6996,-118.2938,0,0.330,"UTM:(11S 0381 3840 1000)",""
"UTM:(11S 0381 3844 1000)",2.0,2,125,34.7357,-118.2944,0,0.320,"UTM:(11S 0381 3844 1000)",""
"UTM:(11S 0381 3846 1000)",4.6,1,123,34.7537,-118.2947,0,0.330,"UTM:(11S 0381 3846 1000)",""
"UTM:(11S 0382 3738 1000)",2.8,5,215,33.7801,-118.2690,0,0.293,"UTM:(11S 0382 3738 1000)",""
"UTM:(11S 0382 3741 1000)",4.3,3,212,33.8072,-118.2695,0,0.311,"UTM:(11S 0382 3741 1000)",""
"UTM:(11S 0382 3742 1000)",2.7,1,211,33.8162,-118.2696,0,0.330,"UTM:(11S 0382 3742 1000)",""
"UTM:(11S 0382 3744 1000)",3.0,7,209,33.8342,-118.2698,0,0.277,"UTM:(11S 0382 3744 1000)",""
"UTM:(11S 0382 3745 1000)",5.0,1,208,33.8432,-118.2700,0,0.330,"UTM:(11S 0382 3745 1000)",""
"UTM:(11S 0382 3746 1000)",3.4,1,207,33.8522,-118.2702,0,0.330,"UTM:(11S 0382 3746 1000)",""
"UTM:(11S 0382 3747 1000)",4.8,3,207,33.8612,-118.2703,0,0.311,"UTM:(11S 0382 3747 1000)",""
"UTM:(11S 0382 3748 1000)",3.1,2,206,33.8703,-118.2704,0,0.320,"UTM:(11S 0382 3748 1000)",""
"UTM:(11S 0382 3753 1000)",4.3,2,201,33.9154,-118.2711,0,0.320,"UTM:(11S 0382 3753 1000)",""
"UTM:(11S 0382 3754 1000)",3.8,6,200,33.9244,-118.2712,0,0.285,"UTM:(11S 0382 3754 1000)",""
"UTM:(11S 0382 3759 1000)",4.6,1,196,33.9694,-118.2719,0,0.330,"UTM:(11S 0382 3759 1000)",""
"UTM:(11S 0382 3761 1000)",4.3,2,194,33.9875,-118.2722,0,0.320,"UTM:(11S 0382 3761 1000)",""
"UTM:(11S 0382 3764 1000)",4.1,1,191,34.0145,-118.2725,0,0.330,"UTM:(11S 0382 3764 1000)",""
"UTM:(11S 0382 3765 1000)",4.3,1,190,34.0236,-118.2726,0,0.330,"UTM:(11S 0382 3765 1000)",""
"UTM:(11S 0382 3766 1000)",3.1,1,189,34.0326,-118.2729,0,0.330,"UTM:(11S 0382 3766 1000)",""
"UTM:(11S 0382 3767 1000)",4.3,14,188,34.0416,-118.2730,0,0.230,"UTM:(11S 0382 3767 1000)",""
"UTM:(11S 0382 3768 1000)",5.1,4,188,34.0507,-118.2731,0,0.302,"UTM:(11S 0382 3768 1000)",""
"UTM:(11S 0382 3769 1000)",4.0,11,187,34.0597,-118.2732,0,0.248,"UTM:(11S 0382 3769 1000)",""
"UTM:(11S 0382 3770 1000)",4.1,8,186,34.0687,-118.2733,0,0.269,"UTM:(11S 0382 3770 1000)",""
"UTM:(11S 0382 3771 1000)",4.0,19,185,34.0776,-118.2734,0,0.203,"UTM:(11S 0382 3771 1000)",""
"UTM:(11S 0382 3772 1000)",3.9,7,184,34.0867,-118.2737,0,0.277,"UTM:(11S 0382 3772 1000)",""
"UTM:(11S 0382 3773 1000)",3.9,1,183,34.0957,-118.2738,0,0.330,"UTM:(11S 0382 3773 1000)",""
"UTM:(11S 0382 3774 1000)",4.2,6,182,34.1047,-118.2739,0,0.285,"UTM:(11S 0382 3774 1000)",""
"UTM:(11S 0382 3775 1000)",4.1,5,181,34.1137,-118.2740,0,0.293,"UTM:(11S 0382 3775 1000)",""
"UTM:(11S 0382 3776 1000)",3.6,2,180,34.1227,-118.2741,0,0.320,"UTM:(11S 0382 3776 1000)",""
"UTM:(11S 0382 3777 1000)",4.6,1,180,34.1317,-118.2742,0,0.330,"UTM:(11S 0382 3777 1000)",""
"UTM:(11S 0382 3780 1000)",3.8,6,177,34.1589,-118.2747,0,0.285,"UTM:(11S 0382 3780 1000)",""
"UTM:(11S 0382 3781 1000)",3.8,7,176,34.1679,-118.2748,0,0.277,"UTM:(11S 0382 3781 1000)",""
"UTM:(11S 0382 3790 1000)",3.4,3,168,34.2490,-118.2760,0,0.311,"UTM:(11S 0382 3790 1000)",""
"UTM:(11S 0382 3831 1000)",5.6,1,134,34.6187,-118.2817,0,0.330,"UTM:(11S 0382 3831 1000)",""
"UTM:(11S 0382 3840 1000)",4.3,1,127,34.6998,-118.2829,0,0.330,"UTM:(11S 0382 3840 1000)",""
"UTM:(11S 0382 3846 1000)",3.1,1,123,34.7538,-118.2838,0,0.330,"UTM:(11S 0382 3846 1000)",""
"UTM:(11S 0382 4004 1000)",3.8,1,59,36.1782,-118.3066,0,0.330,"UTM:(11S 0382 4004 1000)",""
"UTM:(11S 0383 3739 1000)",4.0,4,214,33.7892,-118.2584,0,0.302,"UTM:(11S 0383 3739 1000)",""
"UTM:(11S 0383 3740 1000)",3.4,1,213,33.7982,-118.2586,0,0.330,"UTM:(11S 0383 3740 1000)",""
"UTM:(11S 0383 3744 1000)",3.6,10,209,33.8344,-118.2591,0,0.255,"UTM:(11S 0383 3744 1000)",""
"UTM:(11S 0383 3745 1000)",7.1,1,208,33.8434,-118.2592,0,0.330,"UTM:(11S 0383 3745 1000)",""
"UTM:(11S 0383 3754 1000)",3.4,2,200,33.9245,-118.2603,0,0.320,"UTM:(11S 0383 3754 1000)",""
"UTM:(11S 0383 3757 1000)",4.3,1,197,33.9515,-118.2608,0,0.330,"UTM:(11S 0383 3757 1000)",""
"UTM:(11S 0383 3758 1000)",3.1,1,196,33.9605,-118.2610,0,0.330,"UTM:(11S 0383 3758 1000)",""
"UTM:(11S 0383 3760 1000)",3.8,1,194,33.9786,-118.2611,0,0.330,"UTM:(11S 0383 3760 1000)",""
"UTM:(11S 0383 3763 1000)",3.8,3,192,34.0057,-118.2615,0,0.311,"UTM:(11S 0383 3763 1000)",""
"UTM:(11S 0383 3764 1000)",2.2,1,191,34.0147,-118.2618,0,0.330,"UTM:(11S 0383 3764 1000)",""
"UTM:(11S 0383 3765 1000)",4.4,3,190,34.0237,-118.2619,0,0.311,"UTM:(11S 0383 3765 1000)",""
"UTM:(11S 0383 3766 1000)",3.4,2,189,34.0327,-118.2620,0,0.320,"UTM:(11S 0383 3766 1000)",""
"UTM:(11S 0383 3767 1000)",3.7,40,188,34.0418,-118.2621,0,0.137,"UTM:(11S 0383 3767 1000)",""
"UTM:(11S 0383 3768 1000)",4.2,41,187,34.0508,-118.2622,0,0.135,"UTM:(11S 0383 3768 1000)",""
"UTM:(11S 0383 3769 1000)",4.3,7,186,34.0598,-118.2623,0,0.277,"UTM:(11S 0383 3769 1000)",""
"UTM:(11S 0383 3770 1000)",2.9,2,185,34.0688,-118.2626,0,0.320,"UTM:(11S 0383 3770 1000)",""
"UTM:(11S 0383 3771 1000)",3.9,5,184,34.0777,-118.2627,0,0.293,"UTM:(11S 0383 3771 1000)",""
"UTM:(11S 0383 3772 1000)",3.7,8,184,34.0868,-118.2628,0,0.269,"UTM:(11S 0383 3772 1000)",""
"UTM:(11S 0383 3773 1000)",4.3,13,183,34.0958,-118.2629,0,0.236,"UTM:(11S 0383 3773 1000)",""
"UTM:(11S 0383 3774 1000)",4.4,7,182,34.1048,-118.2630,0,0.277,"UTM:(11S 0383 3774 1000)",""
"UTM:(11S 0383 3775 1000)",4.2,2,181,34.1138,-118.2631,0,0.320,"UTM:(11S 0383 3775 1000)",""
"UTM:(11S 0383 3776 1000)",4.1,7,180,34.1228,-118.2634,0,0.277,"UTM:(11S 0383 3776 1000)",""
"UTM:(11S 0383 3777 1000)",4.8,4,179,34.1319,-118.2635,0,0.302,"UTM:(11S 0383 3777 1000)",""
"UTM:(11S 0383 3778 1000)",4.4,12,178,34.1409,-118.2636,0,0.242,"UTM:(11S 0383 3778 1000)",""
"UTM:(11S 0383 3779 1000)",4.4,9,177,34.1500,-118.2637,0,0.262,"UTM:(11S 0383 3779 1000)",""
"UTM:(11S 0383 3780 1000)",4.2,6,176,34.1590,-118.2638,0,0.285,"UTM:(11S 0383 3780 1000)",""
"UTM:(11S 0383 3781 1000)",3.8,2,176,34.1680,-118.2639,0,0.320,"UTM:(11S 0383 3781 1000)",""
"UTM:(11S 0383 3788 1000)",4.6,4,169,34.2310,-118.2649,0,0.302,"UTM:(11S 0383 3788 1000)",""
"UTM:(11S 0383 3789 1000)",3.4,5,169,34.2400,-118.2651,0,0.293,"UTM:(11S 0383 3789 1000)",""
"UTM:(11S 0383 3790 1000)",3.1,5,168,34.2491,-118.2652,0,0.293,"UTM:(11S 0383 3790 1000)",""
"UTM:(11S 0383 3792 1000)",3.4,1,166,34.2672,-118.2654,0,0.330,"UTM:(11S 0383 3792 1000)",""
"UTM:(11S 0383 3839 1000)",6.3,1,127,34.6908,-118.2719,0,0.330,"UTM:(11S 0383 3839 1000)",""
"UTM:(11S 0383 3846 1000)",4.1,1,122,34.7540,-118.2729,0,0.330,"UTM:(11S 0383 3846 1000)",""
"UTM:(11S 0383 4115 1000)",2.6,1,150,37.1787,-118.3123,0,0.330,"UTM:(11S 0383 4115 1000)",""
"UTM:(11S 0384 3738 1000)",3.4,1,214,33.7803,-118.2474,0,0.330,"UTM:(11S 0384 3738 1000)",""
"UTM:(11S 0384 3739 1000)",4.1,3,213,33.7893,-118.2476,0,0.311,"UTM:(11S 0384 3739 1000)",""
"UTM:(11S 0384 3743 1000)",4.2,2,209,33.8255,-118.2482,0,0.320,"UTM:(11S 0384 3743 1000)",""
"UTM:(11S 0384 3746 1000)",4.5,3,207,33.8525,-118.2485,0,0.311,"UTM:(11S 0384 3746 1000)",""
"UTM:(11S 0384 3748 1000)",4.1,2,205,33.8705,-118.2488,0,0.320,"UTM:(11S 0384 3748 1000)",""
"UTM:(11S 0384 3749 1000)",3.8,1,204,33.8795,-118.2489,0,0.330,"UTM:(11S 0384 3749 1000)",""
"UTM:(11S 0384 3751 1000)",2.5,2,202,33.8975,-118.2491,0,0.320,"UTM:(11S 0384 3751 1000)",""
"UTM:(11S 0384 3754 1000)",5.5,3,199,33.9246,-118.2495,0,0.311,"UTM:(11S 0384 3754 1000)",""
"UTM:(11S 0384 3757 1000)",3.4,2,197,33.9517,-118.2500,0,0.320,"UTM:(11S 0384 3757 1000)",""
"UTM:(11S 0384 3758 1000)",2.7,1,196,33.9607,-118.2500,0,0.330,"UTM:(11S 0384 3758 1000)",""
"UTM:(11S 0384 3759 1000)",3.8,2,195,33.9697,-118.2502,0,0.320,"UTM:(11S 0384 3759 1000)",""
"UTM:(11S 0384 3760 1000)",2.4,2,194,33.9787,-118.2503,0,0.320,"UTM:(11S 0384 3760 1000)",""
"UTM:(11S 0384 3767 1000)",4.1,20,188,34.0418,-118.2512,0,0.199,"UTM:(11S 0384 3767 1000)",""
"UTM:(11S 0384 3768 1000)",4.1,58,187,34.0508,-118.2515,0,0.112,"UTM:(11S 0384 3768 1000)",""
"UTM:(11S 0384 3769 1000)",3.7,16,186,34.0598,-118.2516,0,0.218,"UTM:(11S 0384 3769 1000)",""
"UTM:(11S 0384 3770 1000)",3.7,12,185,34.0688,-118.2517,0,0.242,"UTM:(11S 0384 3770 1000)",""
"UTM:(11S 0384 3771 1000)",4.4,7,184,34.0779,-118.2518,0,0.277,"UTM:(11S 0384 3771 1000)",""
"UTM:(11S 0384 3772 1000)",4.6,9,183,34.0869,-118.2519,0,0.262,"UTM:(11S 0384 3772 1000)",""
"UTM:(11S 0384 3773 1000)",4.0,9,182,34.0960,-118.2520,0,0.262,"UTM:(11S 0384 3773 1000)",""
"UTM:(11S 0384 3774 1000)",4.8,3,181,34.1050,-118.2523,0,0.311,"UTM:(11S 0384 3774 1000)",""
"UTM:(11S 0384 3775 1000)",3.9,7,180,34.1140,-118.2524,0,0.277,"UTM:(11S 0384 3775 1000)",""
"UTM:(11S 0384 3776 1000)",2.0,1,180,34.1230,-118.2525,0,0.330,"UTM:(11S 0384 3776 1000)",""
"UTM:(11S 0384 3777 1000)",4.1,1,179,34.1320,-118.2526,0,0.330,"UTM:(11S 0384 3777 1000)",""
"UTM:(11S 0384 3778 1000)",4.9,18,178,34.1410,-118.2527,0,0.208,"UTM:(11S 0384 3778 1000)",""
"UTM:(11S 0384 3779 1000)",3.9,60,177,34.1501,-118.2528,0,0.111,"UTM:(11S 0384 3779 1000)",""
"UTM:(11S 0384 3780 1000)",4.0,9,176,34.1591,-118.2531,0,0.262,"UTM:(11S 0384 3780 1000)",""
"UTM:(11S 0384 3781 1000)",3.8,2,175,34.1681,-118.2532,0,0.320,"UTM:(11S 0384 3781 1000)",""
"UTM:(11S 0384 3787 1000)",4.7,2,170,34.2221,-118.2540,0,0.320,"UTM:(11S 0384 3787 1000)",""
"UTM:(11S 0384 3788 1000)",4.6,2,169,34.2311,-118.2541,0,0.320,"UTM:(11S 0384 3788 1000)",""
"UTM:(11S 0384 3789 1000)",3.3,5,168,34.2402,-118.2542,0,0.293,"UTM:(11S 0384 3789 1000)",""
"UTM:(11S 0384 3834 1000)",3.4,1,131,34.6459,-118.2603,0,0.330,"UTM:(11S 0384 3834 1000)",""
"UTM:(11S 0384 3835 1000)",4.1,2,130,34.6549,-118.2604,0,0.320,"UTM:(11S 0384 3835 1000)",""
"UTM:(11S 0384 4115 1000)",3.4,1,149,37.1788,-118.3012,0,0.330,"UTM:(11S 0384 4115 1000)",""
"UTM:(11S 0385 3737 1000)",3.1,1,215,33.7715,-118.2365,0,0.330,"UTM:(11S 0385 3737 1000)",""
"UTM:(11S 0385 3750 1000)",6.1,5,203,33.8886,-118.2382,0,0.293,"UTM:(11S 0385 3750 1000)",""
"UTM:(11S 0385 3751 1000)",5.0,1,202,33.8976,-118.2383,0,0.330,"UTM:(11S 0385 3751 1000)",""
"UTM:(11S 0385 3754 1000)",7.2,2,199,33.9248,-118.2388,0,0.320,"UTM:(11S 0385 3754 1000)",""
"UTM:(11S 0385 3755 1000)",4.1,2,198,33.9338,-118.2389,0,0.320,"UTM:(11S 0385 3755 1000)",""
"UTM:(11S 0385 3756 1000)",4.7,2,197,33.9428,-118.2390,0,0.320,"UTM:(11S 0385 3756 1000)",""
"UTM:(11S 0385 3757 1000)",3.4,4,196,33.9518,-118.2391,0,0.302,"UTM:(11S 0385 3757 1000)",""
"UTM:(11S 0385 3758 1000)",4.1,1,195,33.9608,-118.2392,0,0.330,"UTM:(11S 0385 3758 1000)",""
"UTM:(11S 0385 3759 1000)",3.8,1,194,33.9698,-118.2394,0,0.330,"UTM:(11S 0385 3759 1000)",""
"UTM:(11S 0385 3760 1000)",5.3,2,193,33.9789,-118.2396,0,0.320,"UTM:(11S 0385 3760 1000)",""
"UTM:(11S 0385 3762 1000)",3.8,1,192,33.9968,-118.2397,0,0.330,"UTM:(11S 0385 3762 1000)",""
"UTM:(11S 0385 3767 1000)",4.3,3,187,34.0419,-118.2405,0,0.311,"UTM:(11S 0385 3767 1000)",""
"UTM:(11S 0385 3768 1000)",3.9,89,186,34.0510,-118.2406,0,0.096,"UTM:(11S 0385 3768 1000)",""
"UTM:(11S 0385 3769 1000)",4.7,13,185,34.0600,-118.2407,0,0.236,"UTM:(11S 0385 3769 1000)",""
"UTM:(11S 0385 3770 1000)",3.8,54,184,34.0690,-118.2408,0,0.116,"UTM:(11S 0385 3770 1000)",""
"UTM:(11S 0385 3771 1000)",4.1,1,184,34.0780,-118.2409,0,0.330,"UTM:(11S 0385 3771 1000)",""
"UTM:(11S 0385 3772 1000)",4.3,1,183,34.0871,-118.2412,0,0.330,"UTM:(11S 0385 3772 1000)",""
"UTM:(11S 0385 3773 1000)",3.8,1,182,34.0961,-118.2413,0,0.330,"UTM:(11S 0385 3773 1000)",""
"UTM:(11S 0385 3774 1000)",3.9,5,181,34.1050,-118.2414,0,0.293,"UTM:(11S 0385 3774 1000)",""
"UTM:(11S 0385 3775 1000)",5.0,2,180,34.1140,-118.2415,0,0.320,"UTM:(11S 0385 3775 1000)",""
"UTM:(11S 0385 3776 1000)",3.1,1,179,34.1231,-118.2416,0,0.330,"UTM:(11S 0385 3776 1000)",""
"UTM:(11S 0385 3777 1000)",2.7,3,178,34.1321,-118.2417,0,0.311,"UTM:(11S 0385 3777 1000)",""
"UTM:(11S 0385 3778 1000)",4.1,5,177,34.1411,-118.2419,0,0.293,"UTM:(11S 0385 3778 1000)",""
"UTM:(11S 0385 3779 1000)",4.3,12,176,34.1501,-118.2421,0,0.242,"UTM:(11S 0385 3779 1000)",""
"UTM:(11S 0385 3780 1000)",3.8,1,176,34.1591,-118.2422,0,0.330,"UTM:(11S 0385 3780 1000)",""
"UTM:(11S 0385 3784 1000)",3.4,1,172,34.1953,-118.2427,0,0.330,"UTM:(11S 0385 3784 1000)",""
"UTM:(11S 0385 3785 1000)",3.4,2,171,34.2043,-118.2429,0,0.320,"UTM:(11S 0385 3785 1000)",""
"UTM:(11S 0385 3786 1000)",4.2,4,170,34.2133,-118.2430,0,0.302,"UTM:(11S 0385 3786 1000)",""
"UTM:(11S 0385 3787 1000)",3.4,15,169,34.2223,-118.2431,0,0.224,"UTM:(11S 0385 3787 1000)",""
"UTM:(11S 0385 3788 1000)",3.6,8,168,34.2313,-118.2432,0,0.269,"UTM:(11S 0385 3788 1000)",""
"UTM:(11S 0385 3789 1000)",3.8,4,168,34.2403,-118.2433,0,0.302,"UTM:(11S 0385 3789 1000)",""
"UTM:(11S 0385 3833 1000)",2.0,2,131,34.6370,-118.2492,0,0.320,"UTM:(11S 0385 3833 1000)",""
"UTM:(11S 0385 3835 1000)",4.7,3,129,34.6551,-118.2495,0,0.311,"UTM:(11S 0385 3835 1000)",""
"UTM:(11S 0385 3838 1000)",3.6,2,127,34.6821,-118.2499,0,0.320,"UTM:(11S 0385 3838 1000)",""
"UTM:(11S 0385 3867 1000)",3.4,1,106,34.9436,-118.2539,0,0.330,"UTM:(11S 0385 3867 1000)",""
"UTM:(11S 0385 3913 1000)",2.7,1,75,35.3582,-118.2602,0,0.330,"UTM:(11S 0385 3913 1000)",""
"UTM:(11S 0385 3946 1000)",6.7,2,55,35.6557,-118.2649,0,0.320,"UTM:(11S 0385 3946 1000)",""
"UTM:(11S 0385 3947 1000)",6.3,1,54,35.6647,-118.2651,0,0.330,"UTM:(11S 0385 3947 1000)",""
"UTM:(11S 0385 4113 1000)",3.8,7,147,37.1609,-118.2896,0,0.277,"UTM:(11S 0385 4113 1000)",""
"UTM:(11S 0385 4114 1000)",2.2,4,148,37.1699,-118.2897,0,0.302,"UTM:(11S 0385 4114 1000)",""
"UTM:(11S 0385 4121 1000)",3.8,1,155,37.2330,-118.2908,0,0.330,"UTM:(11S 0385 4121 1000)",""
"UTM:(11S 0386 3751 1000)",3.6,6,201,33.8978,-118.2276,0,0.285,"UTM:(11S 0386 3751 1000)",""
"UTM:(11S 0386 3752 1000)",4.6,1,200,33.9068,-118.2277,0,0.330,"UTM:(11S 0386 3752 1000)",""
"UTM:(11S 0386 3753 1000)",5.0,1,199,33.9158,-118.2278,0,0.330,"UTM:(11S 0386 3753 1000)",""
"UTM:(11S 0386 3757 1000)",4.1,1,196,33.9519,-118.2284,0,0.330,"UTM:(11S 0386 3757 1000)",""
"UTM:(11S 0386 3760 1000)",4.8,3,193,33.9789,-118.2287,0,0.311,"UTM:(11S 0386 3760 1000)",""
"UTM:(11S 0386 3762 1000)",4.3,1,191,33.9969,-118.2289,0,0.330,"UTM:(11S 0386 3762 1000)",""
