# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(10S 0677 4161 1000)",2.7,1,344,37.5834,-120.9897,0,0.330,"UTM:(10S 0677 4161 1000)",""
"UTM:(10S 0677 4168 1000)",2.0,2,348,37.6465,-120.9880,0,0.320,"UTM:(10S 0677 4168 1000)",""
"UTM:(10S 0677 4169 1000)",2.6,3,348,37.6555,-120.9878,0,0.311,"UTM:(10S 0677 4169 1000)",""
"UTM:(10S 0677 4171 1000)",3.6,3,349,37.6735,-120.9873,0,0.311,"UTM:(10S 0677 4171 1000)",""
"UTM:(10S 0677 4172 1000)",2.5,2,350,37.6825,-120.9871,0,0.320,"UTM:(10S 0677 4172 1000)",""
"UTM:(10S 0677 4173 1000)",2.1,3,351,37.6915,-120.9868,0,0.311,"UTM:(10S 0677 4173 1000)",""
"UTM:(10S 0677 4174 1000)",3.1,4,351,37.7006,-120.9866,0,0.302,"UTM:(10S 0677 4174 1000)",""
"UTM:(10S 0677 4182 1000)",2.7,1,355,37.7726,-120.9846,0,0.330,"UTM:(10S 0677 4182 1000)",""
"UTM:(10S 0677 4330 1000)",1.0,1,454,39.1056,-120.9472,0,0.330,"UTM:(10S 0677 4330 1000)",""
"UTM:(10S 0678 4162 1000)",2.3,3,344,37.5923,-120.9781,0,0.311,"UTM:(10S 0678 4162 1000)",""
"UTM:(10S 0678 4165 1000)",3.1,1,345,37.6193,-120.9774,0,0.330,"UTM:(10S 0678 4165 1000)",""
"UTM:(10S 0678 4166 1000)",2.2,6,346,37.6283,-120.9772,0,0.285,"UTM:(10S 0678 4166 1000)",""
"UTM:(10S 0678 4168 1000)",3.1,1,347,37.6463,-120.9767,0,0.330,"UTM:(10S 0678 4168 1000)",""
"UTM:(10S 0678 4169 1000)",4.1,3,348,37.6553,-120.9764,0,0.311,"UTM:(10S 0678 4169 1000)",""
"UTM:(10S 0678 4170 1000)",2.7,1,348,37.6643,-120.9762,0,0.330,"UTM:(10S 0678 4170 1000)",""
"UTM:(10S 0678 4171 1000)",2.0,1,349,37.6733,-120.9760,0,0.330,"UTM:(10S 0678 4171 1000)",""
"UTM:(10S 0678 4172 1000)",3.3,6,349,37.6823,-120.9757,0,0.285,"UTM:(10S 0678 4172 1000)",""
"UTM:(10S 0678 4173 1000)",3.9,4,350,37.6914,-120.9755,0,0.302,"UTM:(10S 0678 4173 1000)",""
"UTM:(10S 0678 4174 1000)",2.3,3,350,37.7004,-120.9752,0,0.311,"UTM:(10S 0678 4174 1000)",""
"UTM:(10S 0679 4149 1000)",3.4,1,337,37.4750,-120.9700,0,0.330,"UTM:(10S 0679 4149 1000)",""
"UTM:(10S 0679 4161 1000)",3.1,2,343,37.5831,-120.9671,0,0.320,"UTM:(10S 0679 4161 1000)",""
"UTM:(10S 0679 4164 1000)",2.2,1,344,37.6101,-120.9664,0,0.330,"UTM:(10S 0679 4164 1000)",""
"UTM:(10S 0679 4169 1000)",3.1,3,347,37.6551,-120.9651,0,0.311,"UTM:(10S 0679 4169 1000)",""
"UTM:(10S 0679 4170 1000)",3.3,5,347,37.6641,-120.9649,0,0.293,"UTM:(10S 0679 4170 1000)",""
"UTM:(10S 0679 4172 1000)",2.4,13,348,37.6822,-120.9644,0,0.236,"UTM:(10S 0679 4172 1000)",""
"UTM:(10S 0679 4173 1000)",2.7,6,349,37.6912,-120.9641,0,0.285,"UTM:(10S 0679 4173 1000)",""
"UTM:(10S 0679 4174 1000)",2.6,2,349,37.7002,-120.9639,0,0.320,"UTM:(10S 0679 4174 1000)",""
"UTM:(10S 0679 4176 1000)",3.0,4,350,37.7182,-120.9634,0,0.302,"UTM:(10S 0679 4176 1000)",""
"UTM:(10S 0679 4177 1000)",2.1,4,351,37.7272,-120.9632,0,0.302,"UTM:(10S 0679 4177 1000)",""
"UTM:(10S 0679 4178 1000)",2.7,1,352,37.7362,-120.9629,0,0.330,"UTM:(10S 0679 4178 1000)",""
"UTM:(10S 0679 4227 1000)",1.0,1,380,38.1776,-120.9506,0,0.330,"UTM:(10S 0679 4227 1000)",""
"UTM:(10S 0679 4246 1000)",2.7,1,393,38.3487,-120.9459,0,0.330,"UTM:(10S 0679 4246 1000)",""
"UTM:(10S 0679 4247 1000)",2.0,1,393,38.3577,-120.9456,0,0.330,"UTM:(10S 0679 4247 1000)",""
"UTM:(10S 0679 4295 1000)",1.0,1,427,38.7900,-120.9333,0,0.330,"UTM:(10S 0679 4295 1000)",""
"UTM:(10S 0679 4351 1000)",2.2,1,469,39.2943,-120.9185,0,0.330,"UTM:(10S 0679 4351 1000)",""
"UTM:(10S 0680 4158 1000)",2.5,1,340,37.5558,-120.9565,0,0.330,"UTM:(10S 0680 4158 1000)",""
"UTM:(10S 0680 4161 1000)",3.1,1,342,37.5829,-120.9557,0,0.330,"UTM:(10S 0680 4161 1000)",""
"UTM:(10S 0680 4162 1000)",3.4,15,342,37.5919,-120.9555,0,0.224,"UTM:(10S 0680 4162 1000)",""
"UTM:(10S 0680 4163 1000)",2.6,4,343,37.6009,-120.9553,0,0.302,"UTM:(10S 0680 4163 1000)",""
"UTM:(10S 0680 4164 1000)",2.7,1,343,37.6099,-120.9550,0,0.330,"UTM:(10S 0680 4164 1000)",""
"UTM:(10S 0680 4167 1000)",3.0,2,345,37.6369,-120.9543,0,0.320,"UTM:(10S 0680 4167 1000)",""
"UTM:(10S 0680 4168 1000)",3.1,1,345,37.6459,-120.9540,0,0.330,"UTM:(10S 0680 4168 1000)",""
"UTM:(10S 0680 4169 1000)",4.2,2,346,37.6549,-120.9538,0,0.320,"UTM:(10S 0680 4169 1000)",""
"UTM:(10S 0680 4170 1000)",3.4,1,346,37.6639,-120.9536,0,0.330,"UTM:(10S 0680 4170 1000)",""
"UTM:(10S 0680 4171 1000)",2.0,1,347,37.6730,-120.9533,0,0.330,"UTM:(10S 0680 4171 1000)",""
"UTM:(10S 0680 4172 1000)",2.6,4,347,37.6820,-120.9530,0,0.302,"UTM:(10S 0680 4172 1000)",""
"UTM:(10S 0680 4176 1000)",3.1,4,350,37.7180,-120.9521,0,0.302,"UTM:(10S 0680 4176 1000)",""
"UTM:(10S 0680 4177 1000)",2.0,4,350,37.7270,-120.9518,0,0.302,"UTM:(10S 0680 4177 1000)",""
"UTM:(10S 0680 4246 1000)",2.0,3,392,38.3485,-120.9344,0,0.311,"UTM:(10S 0680 4246 1000)",""
"UTM:(10S 0681 3956 1000)",3.1,1,294,35.7358,-120.9930,0,0.330,"UTM:(10S 0681 3956 1000)",""
"UTM:(10S 0681 4162 1000)",2.4,5,341,37.5917,-120.9442,0,0.293,"UTM:(10S 0681 4162 1000)",""
"UTM:(10S 0681 4163 1000)",2.5,3,342,37.6007,-120.9440,0,0.311,"UTM:(10S 0681 4163 1000)",""
"UTM:(10S 0681 4164 1000)",2.1,2,342,37.6097,-120.9437,0,0.320,"UTM:(10S 0681 4164 1000)",""
"UTM:(10S 0681 4165 1000)",2.7,2,343,37.6187,-120.9435,0,0.320,"UTM:(10S 0681 4165 1000)",""
"UTM:(10S 0681 4167 1000)",2.0,1,344,37.6367,-120.9429,0,0.330,"UTM:(10S 0681 4167 1000)",""
"UTM:(10S 0681 4168 1000)",3.4,2,344,37.6457,-120.9427,0,0.320,"UTM:(10S 0681 4168 1000)",""
"UTM:(10S 0681 4169 1000)",3.9,4,345,37.6547,-120.9425,0,0.302,"UTM:(10S 0681 4169 1000)",""
"UTM:(10S 0681 4170 1000)",3.1,1,346,37.6638,-120.9422,0,0.330,"UTM:(10S 0681 4170 1000)",""
"UTM:(10S 0681 4171 1000)",3.1,3,346,37.6728,-120.9420,0,0.311,"UTM:(10S 0681 4171 1000)",""
"UTM:(10S 0681 4172 1000)",2.8,2,347,37.6818,-120.9417,0,0.320,"UTM:(10S 0681 4172 1000)",""
"UTM:(10S 0681 4173 1000)",3.4,1,347,37.6908,-120.9415,0,0.330,"UTM:(10S 0681 4173 1000)",""
"UTM:(10S 0681 4176 1000)",2.7,1,349,37.7178,-120.9407,0,0.330,"UTM:(10S 0681 4176 1000)",""
"UTM:(10S 0681 4178 1000)",2.8,14,350,37.7358,-120.9402,0,0.230,"UTM:(10S 0681 4178 1000)",""
"UTM:(10S 0681 4348 1000)",2.7,1,465,39.2669,-120.8962,0,0.330,"UTM:(10S 0681 4348 1000)",""
"UTM:(10S 0682 3957 1000)",3.4,2,293,35.7446,-120.9818,0,0.320,"UTM:(10S 0682 3957 1000)",""
"UTM:(10S 0682 3969 1000)",2.7,1,292,35.8527,-120.9789,0,0.330,"UTM:(10S 0682 3969 1000)",""
"UTM:(10S 0682 4152 1000)",2.2,1,335,37.5014,-120.9353,0,0.330,"UTM:(10S 0682 4152 1000)",""
"UTM:(10S 0682 4162 1000)",2.0,2,341,37.5915,-120.9329,0,0.320,"UTM:(10S 0682 4162 1000)",""
"UTM:(10S 0682 4168 1000)",2.7,1,344,37.6455,-120.9314,0,0.330,"UTM:(10S 0682 4168 1000)",""
"UTM:(10S 0682 4170 1000)",2.7,2,345,37.6636,-120.9309,0,0.320,"UTM:(10S 0682 4170 1000)",""
"UTM:(10S 0682 4171 1000)",3.1,2,345,37.6726,-120.9306,0,0.320,"UTM:(10S 0682 4171 1000)",""
"UTM:(10S 0682 4172 1000)",1.0,1,346,37.6816,-120.9304,0,0.330,"UTM:(10S 0682 4172 1000)",""
"UTM:(10S 0682 4173 1000)",4.1,2,346,37.6906,-120.9301,0,0.320,"UTM:(10S 0682 4173 1000)",""
"UTM:(10S 0682 4176 1000)",2.7,1,348,37.7176,-120.9294,0,0.330,"UTM:(10S 0682 4176 1000)",""
"UTM:(10S 0682 4177 1000)",3.4,1,348,37.7266,-120.9291,0,0.330,"UTM:(10S 0682 4177 1000)",""
"UTM:(10S 0682 4183 1000)",2.7,1,352,37.7806,-120.9276,0,0.330,"UTM:(10S 0682 4183 1000)",""
"UTM:(10S 0682 4187 1000)",2.0,1,354,37.8167,-120.9266,0,0.330,"UTM:(10S 0682 4187 1000)",""
"UTM:(10S 0682 4315 1000)",2.2,2,439,38.9695,-120.8934,0,0.320,"UTM:(10S 0682 4315 1000)",""
"UTM:(10S 0683 4161 1000)",2.7,1,339,37.5823,-120.9218,0,0.330,"UTM:(10S 0683 4161 1000)",""
"UTM:(10S 0683 4168 1000)",2.0,1,343,37.6453,-120.9201,0,0.330,"UTM:(10S 0683 4168 1000)",""
"UTM:(10S 0683 4169 1000)",3.1,1,343,37.6543,-120.9198,0,0.330,"UTM:(10S 0683 4169 1000)",""
"UTM:(10S 0683 4170 1000)",2.2,2,344,37.6634,-120.9195,0,0.320,"UTM:(10S 0683 4170 1000)",""
"UTM:(10S 0683 4172 1000)",3.3,2,345,37.6814,-120.9190,0,0.320,"UTM:(10S 0683 4172 1000)",""
"UTM:(10S 0683 4175 1000)",1.0,1,347,37.7084,-120.9183,0,0.330,"UTM:(10S 0683 4175 1000)",""
"UTM:(10S 0683 4218 1000)",3.1,1,372,38.0957,-120.9074,0,0.330,"UTM:(10S 0683 4218 1000)",""
"UTM:(10S 0683 4317 1000)",2.9,1,440,38.9873,-120.8813,0,0.330,"UTM:(10S 0683 4317 1000)",""
"UTM:(10S 0684 4157 1000)",2.0,1,336,37.5461,-120.9115,0,0.330,"UTM:(10S 0684 4157 1000)",""
"UTM:(10S 0684 4158 1000)",2.7,3,337,37.5551,-120.9112,0,0.311,"UTM:(10S 0684 4158 1000)",""
"UTM:(10S 0684 4167 1000)",3.1,1,341,37.6361,-120.9090,0,0.330,"UTM:(10S 0684 4167 1000)",""
"UTM:(10S 0684 4170 1000)",2.3,4,343,37.6632,-120.9082,0,0.302,"UTM:(10S 0684 4170 1000)",""
"UTM:(10S 0684 4184 1000)",3.3,1,351,37.7892,-120.9047,0,0.330,"UTM:(10S 0684 4184 1000)",""
"UTM:(10S 0685 4158 1000)",2.7,1,336,37.5549,-120.8999,0,0.330,"UTM:(10S 0685 4158 1000)",""
"UTM:(10S 0685 4167 1000)",2.4,2,341,37.6359,-120.8976,0,0.320,"UTM:(10S 0685 4167 1000)",""
"UTM:(10S 0685 4170 1000)",2.0,1,342,37.6629,-120.8969,0,0.330,"UTM:(10S 0685 4170 1000)",""
"UTM:(10S 0685 4221 1000)",2.2,10,372,38.1223,-120.8837,0,0.255,"UTM:(10S 0685 4221 1000)",""
"UTM:(10S 0685 4319 1000)",2.0,1,440,39.0049,-120.8577,0,0.330,"UTM:(10S 0685 4319 1000)",""
"UTM:(10S 0685 4336 1000)",2.7,1,453,39.1579,-120.8531,0,0.330,"UTM:(10S 0685 4336 1000)",""
"UTM:(10S 0686 4156 1000)",2.5,1,334,37.5366,-120.8891,0,0.330,"UTM:(10S 0686 4156 1000)",""
"UTM:(10S 0686 4191 1000)",2.7,1,353,37.8519,-120.8802,0,0.330,"UTM:(10S 0686 4191 1000)",""
"UTM:(10S 0686 4299 1000)",1.0,1,425,38.8246,-120.8516,0,0.330,"UTM:(10S 0686 4299 1000)",""
"UTM:(10S 0686 4307 1000)",2.2,1,431,38.8966,-120.8494,0,0.330,"UTM:(10S 0686 4307 1000)",""
"UTM:(10S 0687 4153 1000)",4.1,1,332,37.5094,-120.8786,0,0.330,"UTM:(10S 0687 4153 1000)",""
"UTM:(10S 0687 4154 1000)",3.2,5,332,37.5184,-120.8783,0,0.293,"UTM:(10S 0687 4154 1000)",""
"UTM:(10S 0687 4155 1000)",3.5,4,333,37.5274,-120.8781,0,0.302,"UTM:(10S 0687 4155 1000)",""
"UTM:(10S 0687 4156 1000)",1.0,1,333,37.5364,-120.8778,0,0.330,"UTM:(10S 0687 4156 1000)",""
"UTM:(10S 0687 4158 1000)",3.3,2,334,37.5545,-120.8773,0,0.320,"UTM:(10S 0687 4158 1000)",""
"UTM:(10S 0687 4170 1000)",2.0,1,340,37.6625,-120.8742,0,0.330,"UTM:(10S 0687 4170 1000)",""
"UTM:(10S 0687 4179 1000)",2.1,1,345,37.7436,-120.8719,0,0.330,"UTM:(10S 0687 4179 1000)",""
"UTM:(10S 0687 4180 1000)",2.5,4,346,37.7526,-120.8717,0,0.302,"UTM:(10S 0687 4180 1000)",""
"UTM:(10S 0687 4181 1000)",3.1,1,347,37.7616,-120.8714,0,0.330,"UTM:(10S 0687 4181 1000)",""
"UTM:(10S 0687 4226 1000)",2.2,1,374,38.1669,-120.8597,0,0.330,"UTM:(10S 0687 4226 1000)",""
"UTM:(10S 0688 3988 1000)",1.0,2,286,36.0228,-120.9081,0,0.320,"UTM:(10S 0688 3988 1000)",""
"UTM:(10S 0688 4102 1000)",3.1,1,308,37.0498,-120.8802,0,0.330,"UTM:(10S 0688 4102 1000)",""
"UTM:(10S 0688 4151 1000)",2.2,1,330,37.4912,-120.8678,0,0.330,"UTM:(10S 0688 4151 1000)",""
"UTM:(10S 0688 4152 1000)",3.3,5,330,37.5002,-120.8675,0,0.293,"UTM:(10S 0688 4152 1000)",""
"UTM:(10S 0688 4153 1000)",2.8,3,331,37.5092,-120.8673,0,0.311,"UTM:(10S 0688 4153 1000)",""
"UTM:(10S 0688 4154 1000)",3.1,1,331,37.5182,-120.8670,0,0.330,"UTM:(10S 0688 4154 1000)",""
"UTM:(10S 0688 4155 1000)",2.9,2,332,37.5272,-120.8667,0,0.320,"UTM:(10S 0688 4155 1000)",""
"UTM:(10S 0688 4156 1000)",2.2,1,332,37.5362,-120.8665,0,0.330,"UTM:(10S 0688 4156 1000)",""
"UTM:(10S 0688 4163 1000)",2.9,8,336,37.5993,-120.8647,0,0.269,"UTM:(10S 0688 4163 1000)",""
"UTM:(10S 0688 4181 1000)",3.1,1,346,37.7614,-120.8601,0,0.330,"UTM:(10S 0688 4181 1000)",""
"UTM:(10S 0688 4182 1000)",3.3,2,346,37.7704,-120.8598,0,0.320,"UTM:(10S 0688 4182 1000)",""
"UTM:(10S 0688 4222 1000)",3.1,1,370,38.1307,-120.8493,0,0.330,"UTM:(10S 0688 4222 1000)",""
"UTM:(10S 0688 4321 1000)",2.0,1,440,39.0222,-120.8226,0,0.330,"UTM:(10S 0688 4321 1000)",""
"UTM:(10S 0688 4342 1000)",3.1,1,456,39.2113,-120.8167,0,0.330,"UTM:(10S 0688 4342 1000)",""
"UTM:(10S 0689 4102 1000)",2.9,3,307,37.0496,-120.8690,0,0.311,"UTM:(10S 0689 4102 1000)",""
"UTM:(10S 0689 4104 1000)",2.2,1,308,37.0676,-120.8684,0,0.330,"UTM:(10S 0689 4104 1000)",""
"UTM:(10S 0689 4141 1000)",2.5,2,324,37.4009,-120.8590,0,0.320,"UTM:(10S 0689 4141 1000)",""
"UTM:(10S 0689 4142 1000)",2.7,1,324,37.4099,-120.8588,0,0.330,"UTM:(10S 0689 4142 1000)",""
"UTM:(10S 0689 4151 1000)",3.4,2,329,37.4910,-120.8565,0,0.320,"UTM:(10S 0689 4151 1000)",""
"UTM:(10S 0689 4152 1000)",2.0,1,329,37.5000,-120.8562,0,0.330,"UTM:(10S 0689 4152 1000)",""
"UTM:(10S 0689 4153 1000)",2.1,2,330,37.5090,-120.8560,0,0.320,"UTM:(10S 0689 4153 1000)",""
"UTM:(10S 0689 4154 1000)",3.3,19,330,37.5180,-120.8557,0,0.203,"UTM:(10S 0689 4154 1000)",""
"UTM:(10S 0689 4156 1000)",3.3,2,331,37.5360,-120.8552,0,0.320,"UTM:(10S 0689 4156 1000)",""
"UTM:(10S 0689 4162 1000)",3.4,1,335,37.5901,-120.8536,0,0.330,"UTM:(10S 0689 4162 1000)",""
"UTM:(10S 0689 4163 1000)",3.4,1,335,37.5991,-120.8534,0,0.330,"UTM:(10S 0689 4163 1000)",""
"UTM:(10S 0689 4171 1000)",3.1,1,339,37.6711,-120.8513,0,0.330,"UTM:(10S 0689 4171 1000)",""
"UTM:(10S 0689 4182 1000)",3.0,19,345,37.7702,-120.8484,0,0.203,"UTM:(10S 0689 4182 1000)",""
"UTM:(10S 0689 4183 1000)",2.6,5,346,37.7792,-120.8482,0,0.293,"UTM:(10S 0689 4183 1000)",""
"UTM:(10S 0689 4340 1000)",2.2,1,454,39.1931,-120.8057,0,0.330,"UTM:(10S 0689 4340 1000)",""
"UTM:(10S 0689 4341 1000)",2.2,1,455,39.2021,-120.8054,0,0.330,"UTM:(10S 0689 4341 1000)",""
"UTM:(10S 0690 4103 1000)",4.3,2,307,37.0584,-120.8575,0,0.320,"UTM:(10S 0690 4103 1000)",""
"UTM:(10S 0690 4133 1000)",2.5,1,319,37.3287,-120.8499,0,0.330,"UTM:(10S 0690 4133 1000)",""
"UTM:(10S 0690 4142 1000)",3.1,4,324,37.4097,-120.8475,0,0.302,"UTM:(10S 0690 4142 1000)",""
"UTM:(10S 0690 4143 1000)",2.5,1,324,37.4187,-120.8473,0,0.330,"UTM:(10S 0690 4143 1000)",""
"UTM:(10S 0690 4151 1000)",3.2,61,328,37.4908,-120.8452,0,0.110,"UTM:(10S 0690 4151 1000)",""
"UTM:(10S 0690 4152 1000)",3.8,4,329,37.4998,-120.8449,0,0.302,"UTM:(10S 0690 4152 1000)",""
"UTM:(10S 0690 4153 1000)",2.7,1,329,37.5088,-120.8447,0,0.330,"UTM:(10S 0690 4153 1000)",""
"UTM:(10S 0690 4154 1000)",4.2,2,330,37.5178,-120.8444,0,0.320,"UTM:(10S 0690 4154 1000)",""
"UTM:(10S 0690 4155 1000)",2.7,2,330,37.5268,-120.8442,0,0.320,"UTM:(10S 0690 4155 1000)",""
"UTM:(10S 0690 4156 1000)",2.0,1,331,37.5358,-120.8439,0,0.330,"UTM:(10S 0690 4156 1000)",""
"UTM:(10S 0690 4181 1000)",3.8,2,344,37.7610,-120.8374,0,0.320,"UTM:(10S 0690 4181 1000)",""
"UTM:(10S 0690 4182 1000)",2.3,3,345,37.7700,-120.8371,0,0.311,"UTM:(10S 0690 4182 1000)",""
"UTM:(10S 0690 4183 1000)",3.4,1,345,37.7790,-120.8368,0,0.330,"UTM:(10S 0690 4183 1000)",""
"UTM:(10S 0690 4288 1000)",1.0,1,414,38.7246,-120.8086,0,0.330,"UTM:(10S 0690 4288 1000)",""
"UTM:(10S 0691 3954 1000)",2.7,1,284,35.7159,-120.8829,0,0.330,"UTM:(10S 0691 3954 1000)",""
"UTM:(10S 0691 3955 1000)",3.8,1,284,35.7249,-120.8828,0,0.330,"UTM:(10S 0691 3955 1000)",""
"UTM:(10S 0691 4103 1000)",2.9,13,306,37.0582,-120.8462,0,0.236,"UTM:(10S 0691 4103 1000)",""
"UTM:(10S 0691 4105 1000)",3.1,5,307,37.0762,-120.8458,0,0.293,"UTM:(10S 0691 4105 1000)",""
"UTM:(10S 0691 4106 1000)",2.0,1,307,37.0852,-120.8454,0,0.330,"UTM:(10S 0691 4106 1000)",""
"UTM:(10S 0691 4133 1000)",2.7,1,318,37.3284,-120.8385,0,0.330,"UTM:(10S 0691 4133 1000)",""
"UTM:(10S 0691 4150 1000)",4.3,2,327,37.4816,-120.8341,0,0.320,"UTM:(10S 0691 4150 1000)",""
"UTM:(10S 0691 4151 1000)",3.3,2,327,37.4906,-120.8339,0,0.320,"UTM:(10S 0691 4151 1000)",""
"UTM:(10S 0691 4152 1000)",2.9,5,328,37.4996,-120.8336,0,0.293,"UTM:(10S 0691 4152 1000)",""
